Project_ID,Asset_ID,Asset_Type,Current_Lifecycle_Status,Refresh_Year,Planned_Refresh_Date,Actual_Refresh_Date,Budget_Estimate_CAD,Project_Status,Constraint_or_Blocker
PRJ-000837,AST-0013354,Laptop,Past EOL,2027,2027-08-20,,1906.98,Not Started,None
PRJ-000838,AST-0020999,Server,EOL within 24 months,2027,2027-03-08,2027-04-26,13351.0,Completed,Vendor Lead Time
PRJ-000839,AST-0016124,Desktop,EOL within 12 months,2028,2028-01-09,,1327.25,Not Started,Change Freeze
PRJ-000840,AST-0010330,Laptop,EOL within 24 months,2027,2027-07-20,,2286.7,Blocked,None
PRJ-000841,AST-0008166,Laptop,EOL within 24 months,2027,2027-12-02,,2133.26,In Progress,Budget Approval
PRJ-000842,AST-0022784,Router,EOL within 12 months,2027,2027-04-14,,7902.66,Planning,Change Freeze
PRJ-000843,AST-0000853,Laptop,Past EOL,2028,2028-03-26,,1891.03,In Progress,Application Dependency
PRJ-000844,AST-0021445,Server,EOL within 24 months,2026,2026-08-05,,14522.54,Not Started,None
PRJ-000845,AST-0001970,Laptop,Past EOL,2029,2029-01-01,,1688.72,Not Started,Change Freeze
PRJ-000846,AST-0007194,Laptop,EOL within 24 months,2026,2026-10-03,,2997.4,Not Started,Vendor Lead Time
PRJ-000847,AST-0019834,VDI Endpoint,EOL within 24 months,2026,2026-07-03,,1039.99,In Progress,Vendor Lead Time
PRJ-000848,AST-0018684,VDI Endpoint,EOL within 12 months,2027,2027-11-15,,1463.87,Not Started,None
PRJ-000849,AST-0012754,Laptop,Past EOL,2026,2026-08-20,,1467.65,Blocked,Application Dependency
PRJ-000850,AST-0001563,Laptop,EOL within 12 months,2026,2026-06-18,,2073.4,Blocked,Budget Approval
PRJ-000851,AST-0002914,Laptop,EOL within 12 months,2028,2028-03-29,2028-04-14,1941.06,Completed,Application Dependency
PRJ-000852,AST-0005086,Laptop,EOL within 12 months,2027,2027-01-23,,1937.78,In Progress,Change Freeze
PRJ-000853,AST-0015291,Desktop,EOL within 24 months,2027,2027-12-14,,1283.25,Planning,Change Freeze
PRJ-000854,AST-0018342,Desktop,EOL within 24 months,2028,2028-06-21,,1094.28,In Progress,Budget Approval
PRJ-000855,AST-0002049,Laptop,EOL within 24 months,2026,2026-10-17,,1706.65,Not Started,Branch Scheduling
PRJ-000856,AST-0006783,Laptop,EOL within 24 months,2026,2026-10-05,,2017.23,Not Started,Vendor Lead Time
PRJ-000857,AST-0023625,Wireless Access Point,EOL within 24 months,2028,2028-01-03,,1298.51,Not Started,Budget Approval
PRJ-000858,AST-0004812,Laptop,EOL within 12 months,2027,2027-09-29,,1889.45,Not Started,None
PRJ-000859,AST-0013953,Laptop,EOL within 24 months,2027,2027-02-24,,2139.21,Not Started,Security Exception
PRJ-000860,AST-0016810,Desktop,EOL within 24 months,2027,2027-11-04,,1029.62,Planning,Security Exception
PRJ-000861,AST-0018799,VDI Endpoint,EOL within 12 months,2028,2028-02-06,,1159.67,Not Started,Change Freeze
PRJ-000862,AST-0014030,Desktop,EOL within 12 months,2027,2027-08-17,,1402.56,In Progress,Change Freeze
PRJ-000863,AST-0013755,Laptop,EOL within 12 months,2027,2027-04-14,,1406.61,Not Started,Change Freeze
PRJ-000864,AST-0016085,Desktop,EOL within 24 months,2028,2028-05-20,,1171.33,Planning,Change Freeze
PRJ-000865,AST-0009438,Laptop,Past EOL,2028,2028-04-10,2028-06-01,1698.4,Completed,Change Freeze
PRJ-000866,AST-0020278,Server,EOL within 24 months,2027,2027-02-21,,12192.44,Deferred,Security Exception
PRJ-000867,AST-0021912,Access Switch,EOL within 24 months,2028,2028-09-24,,5758.97,Deferred,Application Dependency
PRJ-000868,AST-0005243,Laptop,Past EOL,2027,2027-05-02,,1917.59,In Progress,Vendor Lead Time
PRJ-000869,AST-0006700,Laptop,Past EOL,2027,2027-04-25,,1534.43,Planning,Budget Approval
PRJ-000870,AST-0018338,Desktop,EOL within 24 months,2026,2026-06-15,,1107.15,In Progress,Change Freeze
PRJ-000871,AST-0007340,Laptop,Past EOL,2027,2027-12-11,,1494.8,In Progress,Change Freeze
PRJ-000872,AST-0000455,Laptop,EOL within 12 months,2028,2028-09-16,,2148.22,Not Started,Branch Scheduling
PRJ-000873,AST-0007368,Laptop,EOL within 24 months,2028,2028-10-18,,1684.69,Not Started,Vendor Lead Time
PRJ-000874,AST-0015730,Desktop,EOL within 12 months,2026,2026-08-14,,1074.3,Blocked,Application Dependency
PRJ-000875,AST-0009850,Laptop,EOL within 24 months,2026,2026-11-09,,3347.35,Not Started,Vendor Lead Time
PRJ-000876,AST-0010512,Laptop,EOL within 24 months,2027,2027-11-24,,3573.75,Planning,Security Exception
PRJ-000877,AST-0018105,Desktop,EOL within 12 months,2028,2028-06-22,,1153.15,Blocked,Vendor Lead Time
PRJ-000878,AST-0015944,Desktop,EOL within 12 months,2028,2028-11-18,,1195.1,In Progress,Branch Scheduling
PRJ-000879,AST-0013162,Laptop,EOL within 24 months,2028,2028-11-24,,3411.39,Not Started,None
PRJ-000880,AST-0006299,Laptop,EOL within 24 months,2027,2027-10-02,,1844.53,Not Started,Branch Scheduling
PRJ-000881,AST-0002641,Laptop,EOL within 12 months,2027,2027-05-08,,1679.23,Not Started,Vendor Lead Time
PRJ-000882,AST-0014096,Desktop,EOL within 12 months,2028,2028-05-08,,1375.15,Blocked,Vendor Lead Time
PRJ-000883,AST-0006731,Laptop,EOL within 24 months,2028,2028-06-25,,2213.12,Not Started,Security Exception
PRJ-000884,AST-0012544,Laptop,EOL within 24 months,2026,2026-06-06,,3054.35,Planning,Security Exception
PRJ-000885,AST-0017589,Desktop,EOL within 12 months,2027,2027-05-27,,1241.01,In Progress,Application Dependency
PRJ-000886,AST-0007893,Laptop,Past EOL,2027,2027-06-08,,1830.69,Not Started,Change Freeze
PRJ-000887,AST-0007133,Laptop,Past EOL,2028,2028-09-27,,1444.94,Planning,None
PRJ-000888,AST-0019687,VDI Endpoint,EOL within 24 months,2028,2028-06-15,,1084.99,Deferred,Vendor Lead Time
PRJ-000889,AST-0005886,Laptop,EOL within 24 months,2028,2028-11-28,,2415.2,Deferred,None
PRJ-000890,AST-0004477,Laptop,Past EOL,2028,2028-10-09,,1626.77,In Progress,Budget Approval
PRJ-000891,AST-0012510,Laptop,EOL within 12 months,2027,2027-11-25,,1623.8,Blocked,Budget Approval
PRJ-000892,AST-0009337,Laptop,EOL within 24 months,2028,2028-01-16,2028-03-03,1636.89,Completed,Branch Scheduling
PRJ-000893,AST-0004944,Laptop,EOL within 24 months,2028,2028-07-15,,1588.27,In Progress,Budget Approval
PRJ-000894,AST-0018542,VDI Endpoint,EOL within 24 months,2027,2027-06-25,,835.08,Not Started,Security Exception
PRJ-000895,AST-0012290,Laptop,EOL within 12 months,2028,2028-04-11,,1483.92,Planning,Branch Scheduling
PRJ-000896,AST-0016596,Desktop,EOL within 12 months,2027,2027-06-02,,1227.3,Planning,Change Freeze
PRJ-000897,AST-0018290,Desktop,EOL within 12 months,2027,2027-06-20,,1229.09,Planning,Security Exception
PRJ-000898,AST-0023339,Wireless Access Point,EOL within 12 months,2027,2027-11-21,,999.27,Not Started,Vendor Lead Time
PRJ-000899,AST-0019203,VDI Endpoint,EOL within 12 months,2026,2026-08-09,2026-09-17,1284.07,Completed,Vendor Lead Time
PRJ-000900,AST-0022834,Router,EOL within 12 months,2027,2027-08-09,,8808.52,Planning,Branch Scheduling
PRJ-000901,AST-0001422,Laptop,Past EOL,2027,2027-02-25,,2002.16,Planning,Budget Approval
PRJ-000902,AST-0016344,Desktop,EOL within 12 months,2028,2028-10-29,,1153.47,Not Started,Security Exception
PRJ-000903,AST-0001018,Laptop,Past EOL,2027,2027-02-07,,1951.67,Not Started,Vendor Lead Time
PRJ-000904,AST-0012857,Laptop,EOL within 12 months,2028,2028-12-26,,1538.25,Not Started,Application Dependency
PRJ-000905,AST-0002359,Laptop,EOL within 24 months,2027,2027-01-30,,1971.86,Not Started,Branch Scheduling
PRJ-000906,AST-0000027,Laptop,EOL within 24 months,2027,2027-10-22,,2041.03,Not Started,Application Dependency
PRJ-000907,AST-0023755,Wireless Access Point,EOL within 24 months,2027,2027-04-24,,1260.08,Planning,None
PRJ-000908,AST-0021583,Access Switch,EOL within 24 months,2026,2026-11-14,,6310.27,Planning,Security Exception
PRJ-000909,AST-0016636,Desktop,EOL within 24 months,2027,2027-09-20,,1157.69,Not Started,None
PRJ-000910,AST-0000143,Laptop,EOL within 24 months,2027,2027-12-08,,2416.13,Deferred,None
PRJ-000911,AST-0010148,Laptop,Past EOL,2027,2027-12-12,,1755.58,Not Started,Vendor Lead Time
PRJ-000912,AST-0001844,Laptop,Past EOL,2026,2026-11-14,,1803.68,Planning,Security Exception
PRJ-000913,AST-0008838,Laptop,Past EOL,2027,2027-08-17,,1720.32,In Progress,Budget Approval
PRJ-000914,AST-0007729,Laptop,Past EOL,2027,2027-05-01,,1757.19,Not Started,Branch Scheduling
PRJ-000915,AST-0002672,Laptop,EOL within 24 months,2027,2027-09-05,,2481.84,Not Started,Application Dependency
PRJ-000916,AST-0012181,Laptop,Past EOL,2026,2026-07-29,,1436.49,In Progress,Security Exception
PRJ-000917,AST-0022331,Access Switch,EOL within 24 months,2027,2027-05-21,,6506.67,Planning,None
PRJ-000918,AST-0002963,Laptop,EOL within 24 months,2028,2028-07-13,2028-07-27,2265.26,Completed,Change Freeze
PRJ-000919,AST-0006280,Laptop,EOL within 24 months,2026,2026-10-07,,3586.97,Not Started,Branch Scheduling
PRJ-000920,AST-0009325,Laptop,Past EOL,2026,2026-06-13,2026-07-28,1364.88,Completed,Change Freeze
PRJ-000921,AST-0012569,Laptop,Past EOL,2028,2028-01-22,,1769.78,Planning,Budget Approval
PRJ-000922,AST-0009238,Laptop,EOL within 12 months,2026,2026-10-31,,1477.71,Not Started,Change Freeze
PRJ-000923,AST-0009433,Laptop,EOL within 12 months,2027,2027-11-04,,1978.65,In Progress,Security Exception
PRJ-000924,AST-0008846,Laptop,Past EOL,2026,2026-06-06,2026-05-08,1604.46,Completed,Budget Approval
PRJ-000925,AST-0019520,VDI Endpoint,EOL within 24 months,2027,2027-10-02,,1200.4,In Progress,None
PRJ-000926,AST-0007108,Laptop,EOL within 24 months,2026,2026-06-26,,1603.48,Deferred,Branch Scheduling
PRJ-000927,AST-0012170,Laptop,EOL within 12 months,2028,2028-10-02,2028-12-13,1527.38,Completed,Security Exception
PRJ-000928,AST-0012596,Laptop,EOL within 24 months,2027,2027-01-10,,2784.39,In Progress,Budget Approval
PRJ-000929,AST-0000687,Laptop,Past EOL,2027,2027-07-15,,1511.96,In Progress,Application Dependency
PRJ-000930,AST-0014898,Desktop,EOL within 24 months,2028,2028-01-27,,1206.68,Planning,Security Exception
PRJ-000931,AST-0008506,Laptop,Past EOL,2027,2027-10-14,,1541.37,In Progress,Branch Scheduling
PRJ-000932,AST-0009572,Laptop,EOL within 12 months,2026,2026-07-27,,2136.12,Not Started,Security Exception
PRJ-000933,AST-0005875,Laptop,EOL within 24 months,2028,2028-07-08,,2390.03,Deferred,Vendor Lead Time
PRJ-000934,AST-0006387,Laptop,EOL within 12 months,2026,2026-10-01,2026-10-05,1854.76,Completed,Security Exception
PRJ-000935,AST-0010909,Laptop,EOL within 24 months,2028,2028-11-02,,2575.27,Deferred,Branch Scheduling
PRJ-000936,AST-0018341,Desktop,EOL within 24 months,2027,2027-10-27,,979.73,Deferred,Change Freeze
PRJ-000937,AST-0012097,Laptop,EOL within 12 months,2028,2028-02-12,,2005.84,Not Started,Branch Scheduling
PRJ-000938,AST-0018473,Desktop,EOL within 24 months,2027,2027-08-27,,886.83,Not Started,Security Exception
PRJ-000939,AST-0012755,Laptop,EOL within 12 months,2026,2026-12-07,,1529.55,In Progress,Change Freeze
PRJ-000940,AST-0012395,Laptop,Past EOL,2026,2026-11-29,,1850.47,Blocked,None
PRJ-000941,AST-0009852,Laptop,Past EOL,2026,2026-10-23,2026-11-02,1672.8,Completed,Security Exception
PRJ-000942,AST-0004648,Laptop,EOL within 24 months,2028,2028-05-27,,1778.61,Planning,Budget Approval
PRJ-000943,AST-0017564,Desktop,EOL within 24 months,2027,2027-08-01,2027-10-08,1184.72,Completed,Security Exception
PRJ-000944,AST-0010230,Laptop,EOL within 12 months,2028,2028-02-14,,1871.36,Planning,None
PRJ-000945,AST-0009666,Laptop,EOL within 24 months,2028,2028-10-24,2028-11-18,2204.78,Completed,Vendor Lead Time
PRJ-000946,AST-0014326,Desktop,EOL within 24 months,2028,2028-08-13,,1307.62,Deferred,Security Exception
PRJ-000947,AST-0009131,Laptop,Past EOL,2027,2027-06-21,,1938.1,Deferred,Security Exception
PRJ-000948,AST-0015601,Desktop,EOL within 24 months,2028,2028-11-06,,941.95,In Progress,Application Dependency
PRJ-000949,AST-0013528,Laptop,EOL within 12 months,2026,2026-08-05,,1734.92,Planning,Security Exception
PRJ-000950,AST-0005893,Laptop,EOL within 24 months,2027,2027-07-31,,1717.78,In Progress,None
PRJ-000951,AST-0013479,Laptop,Past EOL,2028,2028-10-07,,1785.15,Not Started,Vendor Lead Time
PRJ-000952,AST-0008482,Laptop,EOL within 24 months,2028,2028-02-24,2028-05-18,2447.19,Completed,Vendor Lead Time
PRJ-000953,AST-0012295,Laptop,EOL within 12 months,2027,2027-12-04,2028-01-21,1738.32,Completed,Branch Scheduling
PRJ-000954,AST-0009873,Laptop,EOL within 12 months,2026,2026-09-09,,1896.34,Not Started,Branch Scheduling
PRJ-000955,AST-0003725,Laptop,Past EOL,2027,2027-04-13,,1642.35,In Progress,Branch Scheduling
PRJ-000956,AST-0008046,Laptop,EOL within 12 months,2027,2027-02-16,,1672.84,Planning,Vendor Lead Time
PRJ-000957,AST-0006794,Laptop,EOL within 24 months,2028,2028-03-25,,3574.42,Deferred,Budget Approval
PRJ-000958,AST-0001798,Laptop,Past EOL,2027,2027-09-09,,1621.16,Not Started,Application Dependency
PRJ-000959,AST-0016379,Desktop,EOL within 12 months,2028,2028-10-21,,1307.39,Planning,Budget Approval
PRJ-000960,AST-0004624,Laptop,EOL within 12 months,2028,2028-07-09,,1710.76,Not Started,Security Exception
PRJ-000961,AST-0019877,VDI Endpoint,EOL within 12 months,2028,2028-05-14,,1035.13,Planning,Budget Approval
PRJ-000962,AST-0008183,Laptop,Past EOL,2028,2028-12-05,,1829.39,Not Started,Change Freeze
PRJ-000963,AST-0019982,VDI Endpoint,EOL within 12 months,2026,2026-11-11,,1409.28,In Progress,Branch Scheduling
PRJ-000964,AST-0016291,Desktop,EOL within 12 months,2028,2028-03-15,,1226.98,In Progress,Branch Scheduling
PRJ-000965,AST-0003127,Laptop,EOL within 12 months,2026,2026-10-24,,1452.49,Planning,Application Dependency
PRJ-000966,AST-0007226,Laptop,Past EOL,2026,2026-08-26,,1360.08,Planning,None
PRJ-000967,AST-0021816,Access Switch,EOL within 24 months,2028,2028-04-09,,8267.72,Not Started,Vendor Lead Time
PRJ-000968,AST-0019709,VDI Endpoint,EOL within 12 months,2027,2027-12-16,,1053.14,Planning,Security Exception
PRJ-000969,AST-0016674,Desktop,EOL within 12 months,2027,2027-09-07,,1390.33,Planning,Branch Scheduling
PRJ-000970,AST-0010711,Laptop,EOL within 12 months,2027,2027-04-05,,1989.12,Not Started,Security Exception
PRJ-000971,AST-0013409,Laptop,EOL within 24 months,2028,2028-12-06,,2730.8,Not Started,Vendor Lead Time
PRJ-000972,AST-0007918,Laptop,Past EOL,2027,2027-06-23,,1639.56,In Progress,Change Freeze
PRJ-000973,AST-0017002,Desktop,EOL within 12 months,2028,2028-04-26,,1151.99,In Progress,Vendor Lead Time
PRJ-000974,AST-0015244,Desktop,EOL within 24 months,2028,2028-04-02,,991.69,In Progress,Security Exception
PRJ-000975,AST-0016096,Desktop,EOL within 24 months,2026,2026-11-28,,1203.15,In Progress,Change Freeze
PRJ-000976,AST-0019290,VDI Endpoint,EOL within 12 months,2027,2027-10-30,,1102.25,Planning,None
PRJ-000977,AST-0005785,Laptop,EOL within 24 months,2028,2028-04-19,,1909.7,Not Started,Branch Scheduling
PRJ-000978,AST-0004094,Laptop,EOL within 24 months,2028,2028-03-29,,2324.54,Not Started,Security Exception
PRJ-000979,AST-0008398,Laptop,EOL within 24 months,2027,2027-06-17,,2840.95,Not Started,Security Exception
PRJ-000980,AST-0010082,Laptop,EOL within 24 months,2027,2027-02-28,,1533.0,In Progress,Security Exception
PRJ-000981,AST-0014814,Desktop,EOL within 24 months,2026,2026-12-15,,1014.93,Deferred,Security Exception
PRJ-000982,AST-0013288,Laptop,Past EOL,2026,2026-07-13,,1566.99,Deferred,Change Freeze
PRJ-000983,AST-0012116,Laptop,EOL within 12 months,2026,2026-09-27,,1913.93,Planning,Change Freeze
PRJ-000984,AST-0013669,Laptop,EOL within 24 months,2027,2027-05-31,,1657.36,Planning,Budget Approval
PRJ-000985,AST-0002285,Laptop,Past EOL,2028,2028-10-06,,1429.98,Planning,Security Exception
PRJ-000986,AST-0010062,Laptop,EOL within 24 months,2028,2028-06-27,,3458.13,In Progress,Vendor Lead Time
PRJ-000987,AST-0023438,Wireless Access Point,EOL within 24 months,2029,2029-01-01,,1279.2,Not Started,Change Freeze
PRJ-000988,AST-0012062,Laptop,Past EOL,2026,2026-08-09,,1640.22,Deferred,Vendor Lead Time
PRJ-000989,AST-0017286,Desktop,EOL within 12 months,2026,2026-12-14,,1299.02,Not Started,Budget Approval
PRJ-000990,AST-0007309,Laptop,EOL within 12 months,2028,2028-09-21,,1753.33,Not Started,Security Exception
PRJ-000991,AST-0018835,VDI Endpoint,EOL within 12 months,2028,2028-04-13,,1387.05,Planning,Budget Approval
PRJ-000992,AST-0005242,Laptop,EOL within 24 months,2027,2027-05-30,,2071.6,In Progress,Branch Scheduling
PRJ-000993,AST-0002327,Laptop,EOL within 12 months,2028,2028-12-04,,1682.5,Not Started,None
PRJ-000994,AST-0003064,Laptop,Past EOL,2027,2027-02-25,,1824.51,In Progress,Branch Scheduling
PRJ-000995,AST-0015093,Desktop,EOL within 24 months,2027,2027-06-06,,1110.7,Not Started,Vendor Lead Time
PRJ-000996,AST-0001396,Laptop,Past EOL,2027,2027-01-22,,1483.14,Planning,Security Exception
PRJ-000997,AST-0016234,Desktop,EOL within 24 months,2028,2028-05-05,2028-05-22,1276.38,Completed,Budget Approval
PRJ-000998,AST-0022883,Router,EOL within 12 months,2027,2027-07-26,,8979.67,Not Started,Security Exception
PRJ-000999,AST-0012672,Laptop,Past EOL,2028,2028-08-02,,1930.66,Planning,Budget Approval
PRJ-001000,AST-0016725,Desktop,EOL within 24 months,2027,2027-08-17,,964.0,Planning,Security Exception
PRJ-001001,AST-0000382,Laptop,EOL within 24 months,2027,2027-05-24,,3351.74,In Progress,Budget Approval
PRJ-001002,AST-0017855,Desktop,EOL within 12 months,2026,2026-12-10,,1415.7,Not Started,Security Exception
PRJ-001003,AST-0023302,Wireless Access Point,EOL within 12 months,2027,2027-09-16,,906.3,Not Started,Change Freeze
PRJ-001004,AST-0008957,Laptop,EOL within 24 months,2027,2027-11-12,,1788.4,Deferred,Vendor Lead Time
PRJ-001005,AST-0014554,Desktop,EOL within 24 months,2026,2026-09-04,,1119.12,Not Started,Application Dependency
PRJ-001006,AST-0002033,Laptop,Past EOL,2026,2026-10-25,,1388.37,In Progress,None
PRJ-001007,AST-0007904,Laptop,EOL within 24 months,2026,2026-08-18,,2417.51,Not Started,Vendor Lead Time
PRJ-001008,AST-0019903,VDI Endpoint,EOL within 12 months,2026,2026-09-25,,1370.6,Planning,None
PRJ-001009,AST-0004835,Laptop,Past EOL,2027,2027-02-05,,1680.42,Not Started,Application Dependency
PRJ-001010,AST-0011141,Laptop,Past EOL,2026,2026-10-14,,1997.57,Not Started,Vendor Lead Time
PRJ-001011,AST-0008512,Laptop,Past EOL,2026,2026-11-17,,1549.09,Planning,None
PRJ-001012,AST-0003379,Laptop,Past EOL,2028,2028-02-18,,1663.4,Planning,Branch Scheduling
PRJ-001013,AST-0009146,Laptop,EOL within 24 months,2027,2027-03-05,,2009.96,In Progress,Security Exception
PRJ-001014,AST-0013535,Laptop,EOL within 12 months,2027,2027-11-22,,2210.56,Planning,Security Exception
PRJ-001015,AST-0021865,Access Switch,EOL within 24 months,2028,2028-10-13,2028-12-31,8073.67,Completed,Budget Approval
PRJ-001016,AST-0017164,Desktop,EOL within 24 months,2026,2026-07-30,,1205.16,Planning,Branch Scheduling
PRJ-001017,AST-0006536,Laptop,Past EOL,2026,2026-07-30,,1941.87,In Progress,None
PRJ-001018,AST-0022939,Router,EOL within 12 months,2028,2028-12-29,,15259.5,Blocked,Budget Approval
PRJ-001019,AST-0014578,Desktop,EOL within 24 months,2026,2026-12-09,,1225.14,In Progress,Budget Approval
PRJ-001020,AST-0003608,Laptop,Past EOL,2027,2027-09-01,,1916.17,In Progress,Change Freeze
PRJ-001021,AST-0017102,Desktop,EOL within 12 months,2028,2028-11-23,,984.82,In Progress,Vendor Lead Time
PRJ-001022,AST-0019996,VDI Endpoint,EOL within 12 months,2026,2026-10-24,2027-01-02,1433.98,Completed,Application Dependency
PRJ-001023,AST-0017791,Desktop,EOL within 12 months,2028,2028-03-14,,1230.18,Not Started,Vendor Lead Time
PRJ-001024,AST-0016366,Desktop,EOL within 24 months,2027,2027-01-15,,946.79,Deferred,Security Exception
PRJ-001025,AST-0013700,Laptop,EOL within 24 months,2027,2027-05-15,,3816.26,Planning,Security Exception
PRJ-001026,AST-0016768,Desktop,EOL within 24 months,2028,2028-10-30,,1048.1,Not Started,Change Freeze
PRJ-001027,AST-0015973,Desktop,EOL within 12 months,2027,2027-05-31,,1056.64,Planning,Budget Approval
PRJ-001028,AST-0013113,Laptop,EOL within 12 months,2028,2028-02-03,,1876.37,Planning,Budget Approval
PRJ-001029,AST-0023250,Wireless Access Point,EOL within 24 months,2026,2026-08-18,2026-11-09,950.88,Completed,Budget Approval
PRJ-001030,AST-0020881,Server,EOL within 24 months,2027,2027-11-11,2028-01-05,12457.11,Completed,Vendor Lead Time
PRJ-001031,AST-0013571,Laptop,EOL within 24 months,2026,2026-08-21,2026-10-23,1726.18,Completed,Budget Approval
PRJ-001032,AST-0013215,Laptop,EOL within 12 months,2027,2027-10-12,,2080.99,Planning,Vendor Lead Time
PRJ-001033,AST-0007951,Laptop,EOL within 12 months,2028,2028-06-12,,1613.84,In Progress,Application Dependency
PRJ-001034,AST-0022767,Core Switch,EOL within 24 months,2026,2026-11-11,,23741.28,Planning,Application Dependency
