Project_ID,Asset_ID,Project_Name,Planned_Refresh_Date,Actual_Refresh_Date,Project_Portfolio,Project_Status,Planned_Budget_Amount
PRJ001393,A0019500,Technology Refresh Wave,2027-05-04,,End User Computing,In Progress,451.42
PRJ001394,A0018036,Technology Refresh Wave,2028-05-09,,Network,In Progress,767.8
PRJ001395,A0006754,Technology Refresh Wave,2028-05-06,,Cloud,Proposed,1253.53
PRJ001396,A0020835,Technology Refresh Wave,2026-09-04,,Network,In Progress,14544.82
PRJ001397,A0007048,Technology Refresh Wave,2026-01-02,,Security,Approved,1101.6
PRJ001398,A0009173,Technology Refresh Wave,2027-08-26,,End User Computing,Approved,1903.94
PRJ001399,A0021203,Technology Refresh Wave,2026-11-30,,Security,Deferred,12609.14
PRJ001400,A0002506,Technology Refresh Wave,2028-12-01,,End User Computing,Proposed,1438.38
PRJ001401,A0006535,Technology Refresh Wave,2026-08-15,,Network,Proposed,1503.69
PRJ001402,A0000743,Technology Refresh Wave,2028-07-01,,Network,Deferred,978.34
PRJ001403,A0010128,Technology Refresh Wave,2028-03-11,,End User Computing,Completed,1340.59
PRJ001404,A0022636,Technology Refresh Wave,2028-08-27,,End User Computing,Deferred,55338.16
PRJ001405,A0019598,Technology Refresh Wave,2026-12-31,,Security,Completed,339.77
PRJ001406,A0000035,Technology Refresh Wave,2028-06-09,,Network,Approved,1040.93
PRJ001407,A0005628,Technology Refresh Wave,2027-06-08,,Security,In Progress,1755.81
PRJ001408,A0003504,Technology Refresh Wave,2028-04-14,,End User Computing,In Progress,1163.19
PRJ001409,A0013686,Technology Refresh Wave,2026-08-01,,Security,Approved,1447.94
PRJ001410,A0010766,Technology Refresh Wave,2027-12-27,,Network,Completed,1645.94
PRJ001411,A0002562,Technology Refresh Wave,2028-06-13,,Infrastructure,In Progress,1127.66
PRJ001412,A0019571,Technology Refresh Wave,2027-08-06,,Network,Proposed,513.46
PRJ001413,A0013665,Technology Refresh Wave,2026-03-27,,End User Computing,Proposed,1515.34
PRJ001414,A0021373,Technology Refresh Wave,2028-06-07,,End User Computing,Deferred,16179.85
PRJ001415,A0016923,Technology Refresh Wave,2028-04-10,,Infrastructure,Completed,1201.43
PRJ001416,A0023496,Technology Refresh Wave,2028-02-12,,Security,Completed,749.06
PRJ001417,A0011522,Technology Refresh Wave,2026-11-14,,Cloud,Approved,1259.09
PRJ001418,A0001289,Technology Refresh Wave,2026-12-17,,Cloud,Approved,1204.66
PRJ001419,A0010193,Technology Refresh Wave,2028-05-09,,Network,Proposed,1487.13
PRJ001420,A0017988,Technology Refresh Wave,2027-03-06,,End User Computing,Deferred,1125.35
PRJ001421,A0022428,Technology Refresh Wave,2027-09-02,,Cloud,Proposed,14880.14
PRJ001422,A0001531,Technology Refresh Wave,2028-11-17,,Network,Deferred,1019.65
PRJ001423,A0003046,Technology Refresh Wave,2028-04-28,,Infrastructure,Completed,928.18
PRJ001424,A0021080,Technology Refresh Wave,2028-10-29,,Infrastructure,Proposed,16524.73
PRJ001425,A0016263,Technology Refresh Wave,2026-05-26,,Security,Completed,737.87
PRJ001426,A0014121,Technology Refresh Wave,2026-12-23,,Network,Completed,1002.68
PRJ001427,A0018937,Technology Refresh Wave,2026-07-22,,Security,Deferred,516.96
PRJ001428,A0001513,Technology Refresh Wave,2026-04-15,,End User Computing,Approved,1449.85
PRJ001429,A0003512,Technology Refresh Wave,2026-04-02,,Security,Proposed,1657.82
PRJ001430,A0002196,Technology Refresh Wave,2027-12-09,,Network,In Progress,1178.39
PRJ001431,A0004547,Technology Refresh Wave,2026-04-15,,Infrastructure,Approved,904.27
PRJ001432,A0004470,Technology Refresh Wave,2027-06-30,,Cloud,Completed,1142.43
PRJ001433,A0005486,Technology Refresh Wave,2026-08-01,,Security,Completed,1181.17
PRJ001434,A0017245,Technology Refresh Wave,2027-07-13,,Cloud,Deferred,1258.26
PRJ001435,A0009774,Technology Refresh Wave,2027-09-09,,Network,In Progress,1209.6
PRJ001436,A0005558,Technology Refresh Wave,2026-10-13,,Cloud,Approved,1715.07
PRJ001437,A0011328,Technology Refresh Wave,2026-07-31,,Infrastructure,In Progress,937.13
PRJ001438,A0002267,Technology Refresh Wave,2026-04-14,,Infrastructure,In Progress,1413.14
PRJ001439,A0017143,Technology Refresh Wave,2027-02-16,,Infrastructure,In Progress,940.24
PRJ001440,A0005917,Technology Refresh Wave,2027-08-17,,Network,In Progress,1044.39
PRJ001441,A0014916,Technology Refresh Wave,2026-06-09,,End User Computing,In Progress,942.71
PRJ001442,A0000104,Technology Refresh Wave,2028-09-05,,End User Computing,Deferred,970.36
PRJ001443,A0009568,Technology Refresh Wave,2027-06-25,,Network,Proposed,1060.72
PRJ001444,A0022599,Technology Refresh Wave,2027-03-28,,Network,Proposed,20827.02
PRJ001445,A0009974,Technology Refresh Wave,2028-02-10,,Cloud,Deferred,1143.08
PRJ001446,A0008688,Technology Refresh Wave,2027-12-17,,End User Computing,Approved,1039.45
PRJ001447,A0018560,Technology Refresh Wave,2026-05-15,,Infrastructure,Completed,609.05
PRJ001448,A0008127,Technology Refresh Wave,2028-11-05,,Network,Proposed,1302.67
PRJ001449,A0010676,Technology Refresh Wave,2028-07-26,,Security,In Progress,2098.17
PRJ001450,A0019233,Technology Refresh Wave,2027-01-24,,End User Computing,Proposed,442.27
PRJ001451,A0022753,Technology Refresh Wave,2028-01-22,,Network,Approved,28518.08
PRJ001452,A0013399,Technology Refresh Wave,2027-04-26,,End User Computing,Deferred,1293.16
PRJ001453,A0003785,Technology Refresh Wave,2028-10-08,,End User Computing,Approved,2462.06
PRJ001454,A0020299,Technology Refresh Wave,2026-01-11,,Infrastructure,Approved,11734.05
PRJ001455,A0019039,Technology Refresh Wave,2027-07-30,,Infrastructure,Approved,474.51
PRJ001456,A0021475,Technology Refresh Wave,2026-11-26,,End User Computing,In Progress,14190.47
PRJ001457,A0018054,Technology Refresh Wave,2026-10-22,,Infrastructure,In Progress,1087.88
PRJ001458,A0018305,Technology Refresh Wave,2028-05-27,,Security,Deferred,1029.61
PRJ001459,A0003182,Technology Refresh Wave,2028-11-25,,Infrastructure,Deferred,1022.9
PRJ001460,A0023480,Technology Refresh Wave,2026-11-03,,Security,Proposed,817.56
PRJ001461,A0003942,Technology Refresh Wave,2026-03-08,,Infrastructure,Proposed,1256.11
PRJ001462,A0009199,Technology Refresh Wave,2026-01-16,,End User Computing,Deferred,1290.83
PRJ001463,A0001216,Technology Refresh Wave,2026-05-09,,Security,Proposed,1070.88
PRJ001464,A0010255,Technology Refresh Wave,2026-02-06,,Security,Approved,2102.55
PRJ001465,A0008973,Technology Refresh Wave,2026-11-24,,Security,Deferred,1283.11
PRJ001466,A0005677,Technology Refresh Wave,2028-12-16,,End User Computing,Completed,1310.99
PRJ001467,A0005097,Technology Refresh Wave,2028-10-25,,Cloud,Approved,1371.89
PRJ001468,A0018008,Technology Refresh Wave,2027-12-21,,Security,In Progress,724.57
PRJ001469,A0012466,Technology Refresh Wave,2026-06-30,,Security,Proposed,1247.18
PRJ001470,A0019780,Technology Refresh Wave,2028-11-14,,Cloud,In Progress,350.33
PRJ001471,A0011593,Technology Refresh Wave,2026-04-27,,Network,Deferred,1172.96
PRJ001472,A0000607,Technology Refresh Wave,2028-04-24,,Security,In Progress,1057.06
PRJ001473,A0014116,Technology Refresh Wave,2026-03-09,,End User Computing,Proposed,1027.06
PRJ001474,A0006770,Technology Refresh Wave,2028-03-13,,Network,Completed,1020.77
PRJ001475,A0003422,Technology Refresh Wave,2028-04-21,,Network,Deferred,1140.12
PRJ001476,A0007726,Technology Refresh Wave,2028-02-02,,Network,In Progress,1143.63
PRJ001477,A0007503,Technology Refresh Wave,2026-07-22,,Network,In Progress,1931.34
PRJ001478,A0000857,Technology Refresh Wave,2028-06-16,,End User Computing,Approved,1204.8
PRJ001479,A0015543,Technology Refresh Wave,2026-07-19,,Cloud,Deferred,1007.95
PRJ001480,A0018186,Technology Refresh Wave,2028-07-19,,Cloud,Proposed,978.26
PRJ001481,A0021357,Technology Refresh Wave,2028-08-14,,End User Computing,Completed,12929.91
PRJ001482,A0015077,Technology Refresh Wave,2027-03-23,,Cloud,Approved,867.03
PRJ001483,A0012139,Technology Refresh Wave,2027-03-16,,End User Computing,In Progress,1273.95
PRJ001484,A0006187,Technology Refresh Wave,2028-06-26,,Infrastructure,Completed,1366.97
PRJ001485,A0021994,Technology Refresh Wave,2028-01-26,,Cloud,Proposed,9614.13
PRJ001486,A0022110,Technology Refresh Wave,2026-09-08,,Security,In Progress,5485.34
PRJ001487,A0013102,Technology Refresh Wave,2028-06-25,,Network,Completed,2794.82
PRJ001488,A0023684,Technology Refresh Wave,2026-09-05,,Infrastructure,Deferred,113377.48
PRJ001489,A0000045,Technology Refresh Wave,2028-08-15,,End User Computing,Proposed,1155.77
PRJ001490,A0003930,Technology Refresh Wave,2026-12-12,,End User Computing,Approved,1158.24
PRJ001491,A0015360,Technology Refresh Wave,2028-10-18,,Network,In Progress,952.83
PRJ001492,A0020061,Technology Refresh Wave,2026-01-26,,Security,Completed,18498.08
PRJ001493,A0021191,Technology Refresh Wave,2026-01-15,,Infrastructure,Proposed,27557.64
PRJ001494,A0014371,Technology Refresh Wave,2028-03-28,,Network,In Progress,863.13
PRJ001495,A0001430,Technology Refresh Wave,2026-03-18,,Network,Deferred,1706.44
PRJ001496,A0023581,Technology Refresh Wave,2027-12-11,,Network,Proposed,787.42
PRJ001497,A0007783,Technology Refresh Wave,2028-08-02,,Network,Proposed,1271.08
PRJ001498,A0023208,Technology Refresh Wave,2028-07-20,,End User Computing,In Progress,1163.78
PRJ001499,A0015322,Technology Refresh Wave,2026-02-10,,Security,Proposed,842.3
PRJ001500,A0008577,Technology Refresh Wave,2026-02-17,,Security,Proposed,1752.06
PRJ001501,A0020821,Technology Refresh Wave,2028-09-10,,Infrastructure,Deferred,18167.91
PRJ001502,A0001298,Technology Refresh Wave,2028-06-22,,Network,Deferred,1397.85
PRJ001503,A0000586,Technology Refresh Wave,2026-07-11,,Infrastructure,In Progress,2705.33
PRJ001504,A0011324,Technology Refresh Wave,2026-03-31,,Network,Deferred,1251.76
PRJ001505,A0004206,Technology Refresh Wave,2028-02-22,,Cloud,Proposed,1375.46
PRJ001506,A0022372,Technology Refresh Wave,2026-04-04,,Infrastructure,In Progress,9676.79
PRJ001507,A0007516,Technology Refresh Wave,2027-10-27,,Infrastructure,Approved,1038.97
PRJ001508,A0000292,Technology Refresh Wave,2028-06-05,,End User Computing,Approved,1384.19
PRJ001509,A0009403,Technology Refresh Wave,2026-04-29,,Cloud,Proposed,1781.3
PRJ001510,A0015556,Technology Refresh Wave,2027-10-15,,Infrastructure,Proposed,977.09
PRJ001511,A0019437,Technology Refresh Wave,2028-12-02,,End User Computing,In Progress,508.71
PRJ001512,A0012710,Technology Refresh Wave,2027-08-23,,Security,In Progress,1145.6
PRJ001513,A0015277,Technology Refresh Wave,2028-05-01,,Infrastructure,Proposed,819.19
PRJ001514,A0002309,Technology Refresh Wave,2026-01-09,,Network,Proposed,1393.67
PRJ001515,A0005576,Technology Refresh Wave,2026-10-21,,End User Computing,Approved,1953.85
PRJ001516,A0019198,Technology Refresh Wave,2027-09-23,,Infrastructure,Approved,453.23
PRJ001517,A0009277,Technology Refresh Wave,2028-02-17,,Infrastructure,Approved,1214.94
PRJ001518,A0005100,Technology Refresh Wave,2027-10-01,,Security,Proposed,1232.53
PRJ001519,A0015895,Technology Refresh Wave,2026-07-20,,End User Computing,In Progress,825.8
PRJ001520,A0021859,Technology Refresh Wave,2027-10-19,,Network,Deferred,4462.94
PRJ001521,A0012871,Technology Refresh Wave,2028-07-15,,Security,Completed,831.87
PRJ001522,A0023457,Technology Refresh Wave,2027-01-23,,Security,In Progress,654.31
PRJ001523,A0013316,Technology Refresh Wave,2026-11-07,,Security,Deferred,1304.22
PRJ001524,A0009889,Technology Refresh Wave,2027-07-19,,Security,In Progress,1741.72
PRJ001525,A0015288,Technology Refresh Wave,2028-01-19,,Infrastructure,Proposed,662.72
PRJ001526,A0015050,Technology Refresh Wave,2027-10-17,,Network,Deferred,762.7
PRJ001527,A0012284,Technology Refresh Wave,2027-09-16,,Security,Approved,1345.93
PRJ001528,A0019920,Technology Refresh Wave,2026-02-03,,Network,In Progress,367.21
PRJ001529,A0022266,Technology Refresh Wave,2027-03-17,,End User Computing,Deferred,4993.51
PRJ001530,A0007916,Technology Refresh Wave,2028-01-13,,Infrastructure,Proposed,1652.34
PRJ001531,A0003423,Technology Refresh Wave,2028-01-26,,Infrastructure,Proposed,1234.8
PRJ001532,A0009666,Technology Refresh Wave,2026-09-13,,Network,Deferred,1186.51
PRJ001533,A0008855,Technology Refresh Wave,2028-09-20,,End User Computing,Deferred,1492.03
PRJ001534,A0004795,Technology Refresh Wave,2028-12-14,,End User Computing,Deferred,1082.23
PRJ001535,A0018117,Technology Refresh Wave,2026-02-04,,Network,Proposed,1021.24
PRJ001536,A0002519,Technology Refresh Wave,2027-05-26,,Infrastructure,Deferred,1300.83
PRJ001537,A0011283,Technology Refresh Wave,2026-10-25,,Cloud,Proposed,1484.46
PRJ001538,A0001367,Technology Refresh Wave,2026-05-15,,End User Computing,Deferred,1617.78
PRJ001539,A0021723,Technology Refresh Wave,2027-01-30,,Security,Deferred,8027.97
PRJ001540,A0010657,Technology Refresh Wave,2026-04-27,,Network,Approved,949.26
PRJ001541,A0022805,Technology Refresh Wave,2027-01-12,,Cloud,Proposed,19278.33
PRJ001542,A0007360,Technology Refresh Wave,2026-11-02,,End User Computing,In Progress,1329.94
PRJ001543,A0021554,Technology Refresh Wave,2028-03-17,,Infrastructure,Proposed,3555.26
PRJ001544,A0015317,Technology Refresh Wave,2026-01-01,,Network,Proposed,869.86
PRJ001545,A0014069,Technology Refresh Wave,2028-12-28,,Cloud,In Progress,938.11
PRJ001546,A0014669,Technology Refresh Wave,2028-06-29,,Cloud,Proposed,1401.59
PRJ001547,A0022822,Technology Refresh Wave,2027-03-01,,Infrastructure,Proposed,7062.77
PRJ001548,A0023643,Technology Refresh Wave,2028-02-28,,Security,In Progress,828.66
PRJ001549,A0023159,Technology Refresh Wave,2027-08-16,,End User Computing,Proposed,821.59
PRJ001550,A0010376,Technology Refresh Wave,2026-03-22,,Infrastructure,Approved,1106.69
PRJ001551,A0016951,Technology Refresh Wave,2028-02-13,,Network,Approved,884.12
PRJ001552,A0005465,Technology Refresh Wave,2026-06-08,,Security,Completed,1188.13
PRJ001553,A0003567,Technology Refresh Wave,2028-03-05,,Infrastructure,In Progress,987.58
PRJ001554,A0020423,Technology Refresh Wave,2026-07-16,,Cloud,In Progress,13551.66
PRJ001555,A0003456,Technology Refresh Wave,2026-10-19,,Infrastructure,Completed,1231.28
PRJ001556,A0009939,Technology Refresh Wave,2026-10-27,,Infrastructure,Completed,1475.56
PRJ001557,A0012078,Technology Refresh Wave,2027-01-20,,Infrastructure,In Progress,1240.62
PRJ001558,A0006179,Technology Refresh Wave,2026-11-20,,End User Computing,In Progress,1285.03
PRJ001559,A0022284,Technology Refresh Wave,2028-08-15,,Cloud,Proposed,3903.18
PRJ001560,A0008875,Technology Refresh Wave,2028-04-08,,Security,In Progress,1869.41
PRJ001561,A0016220,Technology Refresh Wave,2028-09-28,,End User Computing,In Progress,786.9
PRJ001562,A0009959,Technology Refresh Wave,2026-04-21,,End User Computing,Proposed,2408.88
PRJ001563,A0005929,Technology Refresh Wave,2026-11-21,,Infrastructure,In Progress,1409.55
PRJ001564,A0003024,Technology Refresh Wave,2028-05-05,,Security,Proposed,1464.06
PRJ001565,A0016343,Technology Refresh Wave,2026-09-12,,End User Computing,Proposed,1186.91
PRJ001566,A0008938,Technology Refresh Wave,2026-11-04,,Cloud,Deferred,1942.53
PRJ001567,A0012089,Technology Refresh Wave,2028-05-07,,End User Computing,In Progress,1063.49
PRJ001568,A0003523,Technology Refresh Wave,2026-05-09,,Cloud,Proposed,1162.81
PRJ001569,A0012690,Technology Refresh Wave,2027-06-27,,Cloud,Proposed,1433.52
PRJ001570,A0005526,Technology Refresh Wave,2026-10-07,,End User Computing,Approved,1155.77
PRJ001571,A0015267,Technology Refresh Wave,2027-06-02,,Cloud,Proposed,678.32
PRJ001572,A0008780,Technology Refresh Wave,2026-07-01,,Network,Proposed,1409.9
PRJ001573,A0017075,Technology Refresh Wave,2027-06-23,,Security,Proposed,1007.39
PRJ001574,A0002343,Technology Refresh Wave,2027-04-11,,Security,Proposed,1129.33
PRJ001575,A0019434,Technology Refresh Wave,2027-11-23,,Cloud,Approved,454.44
PRJ001576,A0018198,Technology Refresh Wave,2027-04-25,,Security,In Progress,697.4
PRJ001577,A0011839,Technology Refresh Wave,2028-09-16,,Cloud,Approved,1938.19
PRJ001578,A0017268,Technology Refresh Wave,2028-05-09,,End User Computing,Proposed,1168.64
PRJ001579,A0000937,Technology Refresh Wave,2027-03-19,,Cloud,In Progress,1430.79
PRJ001580,A0008345,Technology Refresh Wave,2028-04-09,,Infrastructure,Completed,2593.09
PRJ001581,A0000906,Technology Refresh Wave,2028-01-28,,End User Computing,Approved,2019.51
PRJ001582,A0002517,Technology Refresh Wave,2026-10-29,,Cloud,Deferred,1531.2
PRJ001583,A0010944,Technology Refresh Wave,2026-12-03,,Security,Proposed,1048.34
PRJ001584,A0005475,Technology Refresh Wave,2027-12-22,,Security,Approved,913.06
PRJ001585,A0022564,Technology Refresh Wave,2028-07-03,,End User Computing,In Progress,13832.94
PRJ001586,A0021959,Technology Refresh Wave,2027-01-12,,Cloud,In Progress,3549.78
PRJ001587,A0017294,Technology Refresh Wave,2027-05-22,,Cloud,Proposed,568.0
PRJ001588,A0000201,Technology Refresh Wave,2028-09-25,,End User Computing,Deferred,1421.65
PRJ001589,A0013149,Technology Refresh Wave,2026-03-20,,Cloud,Proposed,1025.33
PRJ001590,A0007886,Technology Refresh Wave,2026-11-07,,End User Computing,Approved,1458.86
PRJ001591,A0012053,Technology Refresh Wave,2027-03-07,,Cloud,Approved,1486.57
PRJ001592,A0020883,Technology Refresh Wave,2026-11-02,,Network,Proposed,17525.03
PRJ001593,A0003711,Technology Refresh Wave,2026-12-06,,Security,In Progress,1493.23
PRJ001594,A0019079,Technology Refresh Wave,2028-08-10,,Cloud,Proposed,378.61
PRJ001595,A0008394,Technology Refresh Wave,2026-12-23,,Infrastructure,Deferred,1272.15
PRJ001596,A0023668,Technology Refresh Wave,2027-02-11,,End User Computing,Approved,822.35
PRJ001597,A0022424,Technology Refresh Wave,2028-05-25,,Security,Proposed,22855.85
PRJ001598,A0021572,Technology Refresh Wave,2028-10-14,,Infrastructure,Proposed,4494.87
PRJ001599,A0008640,Technology Refresh Wave,2027-10-24,,Infrastructure,Proposed,1360.55
PRJ001600,A0002620,Technology Refresh Wave,2026-07-15,,Network,Approved,1498.2
PRJ001601,A0002930,Technology Refresh Wave,2026-12-22,,Infrastructure,Proposed,1673.3
PRJ001602,A0015470,Technology Refresh Wave,2028-01-14,,End User Computing,Proposed,969.12
PRJ001603,A0022592,Technology Refresh Wave,2028-07-31,,Network,Approved,23677.14
PRJ001604,A0002360,Technology Refresh Wave,2028-08-08,,Security,Proposed,1134.32
PRJ001605,A0005684,Technology Refresh Wave,2027-02-15,,Network,Approved,1600.83
PRJ001606,A0013343,Technology Refresh Wave,2026-05-01,,Security,Deferred,1795.3
PRJ001607,A0016813,Technology Refresh Wave,2026-01-13,,Cloud,Deferred,997.79
PRJ001608,A0000384,Technology Refresh Wave,2027-07-04,,End User Computing,Completed,1319.57
PRJ001609,A0023029,Technology Refresh Wave,2026-10-04,,Network,Approved,9056.81
PRJ001610,A0020996,Technology Refresh Wave,2026-07-12,,Network,Proposed,10728.13
PRJ001611,A0019931,Technology Refresh Wave,2027-05-14,,End User Computing,Proposed,496.71
PRJ001612,A0020874,Technology Refresh Wave,2027-01-15,,End User Computing,Completed,14495.36
PRJ001613,A0006693,Technology Refresh Wave,2026-10-01,,End User Computing,Approved,1072.24
PRJ001614,A0016138,Technology Refresh Wave,2027-04-30,,End User Computing,In Progress,951.29
PRJ001615,A0003704,Technology Refresh Wave,2028-06-24,,Security,Deferred,1415.74
PRJ001616,A0007213,Technology Refresh Wave,2027-04-23,,Network,In Progress,1135.38
PRJ001617,A0022669,Technology Refresh Wave,2026-05-23,,Cloud,In Progress,48227.73
PRJ001618,A0015489,Technology Refresh Wave,2027-06-25,,Cloud,Completed,964.06
PRJ001619,A0023756,Technology Refresh Wave,2028-03-18,,Cloud,Proposed,72259.33
