Vulnerability_Record_ID,Asset_ID,CVE,Affected_Product,Severity,CVSS_Score,Discovery_Date,Remediation_Due_Date,Remediation_Status,Patch_Available,Recommended_Action
VUL-00010043,AST-0013279,CVE-2024-3094,XZ Utils,Critical,10.0,2026-05-22,2026-07-21,False Positive,Yes,Upgrade
VUL-00010044,AST-0020438,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-12-20,2025-01-04,In Progress,Yes,Upgrade
VUL-00010045,AST-0005502,CVE-2024-3094,XZ Utils,Critical,10.0,2026-01-09,2026-01-24,In Progress,Yes,Compensating Control
VUL-00010046,AST-0009582,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-31,2024-09-15,Open,No,Vendor Fix Pending
VUL-00010047,AST-0019405,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-01-30,2026-03-01,In Progress,No,Vendor Fix Pending
VUL-00010048,AST-0014357,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-17,2024-09-01,Open,No,Compensating Control
VUL-00010049,AST-0004920,CVE-2023-38545,curl,High,9.8,2025-10-15,2025-10-30,Remediated,Yes,Upgrade
VUL-00010050,AST-0016040,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-01-21,2026-04-21,In Progress,Yes,Vendor Fix Pending
VUL-00010051,AST-0021918,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-09-14,2025-11-13,Remediated,No,Patch
VUL-00010052,AST-0015856,CVE-2022-22965,Spring Framework,Critical,9.8,2024-09-01,2024-09-16,In Progress,No,Compensating Control
VUL-00010053,AST-0022743,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-03-22,2025-05-21,Remediated,Yes,Compensating Control
VUL-00010054,AST-0012880,CVE-2023-38408,OpenSSH,High,9.8,2024-11-28,2024-12-13,Remediated,Yes,Patch
VUL-00010055,AST-0000408,CVE-2023-38545,curl,High,9.8,2025-05-01,2025-06-30,Open,No,Compensating Control
VUL-00010056,AST-0012138,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-01-21,2026-03-22,In Progress,No,Compensating Control
VUL-00010057,AST-0004688,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-08-12,2024-10-11,False Positive,Yes,Upgrade
VUL-00010058,AST-0001997,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-10-04,2025-11-03,Remediated,Yes,Upgrade
VUL-00010059,AST-0007334,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-08-28,2025-09-12,In Progress,No,Upgrade
VUL-00010060,AST-0004650,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-10-25,2026-01-23,In Progress,No,Vendor Fix Pending
VUL-00010061,AST-0021266,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-12-08,2024-12-23,Remediated,No,Upgrade
VUL-00010062,AST-0011294,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-03-16,2026-04-15,Remediated,Yes,Patch
VUL-00010063,AST-0021826,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-09-01,2024-11-30,In Progress,No,Upgrade
VUL-00010064,AST-0015394,CVE-2022-22965,Spring Framework,Critical,9.8,2026-05-17,2026-06-16,Remediated,Yes,Vendor Fix Pending
VUL-00010065,AST-0020407,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-05-19,2026-07-18,Open,No,Patch
VUL-00010066,AST-0022900,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-12-21,2025-01-05,Open,Yes,Patch
VUL-00010067,AST-0013680,CVE-2022-22965,Spring Framework,Critical,9.8,2025-02-07,2025-03-09,Remediated,No,Patch
VUL-00010068,AST-0015229,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-10-06,2024-11-05,Remediated,Yes,Vendor Fix Pending
VUL-00010069,AST-0001517,CVE-2022-22965,Spring Framework,Critical,9.8,2024-10-30,2025-01-28,Remediated,Yes,Vendor Fix Pending
VUL-00010070,AST-0006133,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-01-05,2025-04-05,Remediated,No,Compensating Control
VUL-00010071,AST-0023841,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-12-18,2025-01-02,False Positive,No,Compensating Control
VUL-00010072,AST-0007373,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-07-07,2024-08-06,Remediated,No,Upgrade
VUL-00010073,AST-0017772,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-07-08,2024-10-06,Open,Yes,Upgrade
VUL-00010074,AST-0020469,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-03-18,2025-04-02,Remediated,No,Vendor Fix Pending
VUL-00010075,AST-0011228,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-03,2024-10-02,In Progress,No,Patch
VUL-00010076,AST-0004556,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-12-19,2025-02-17,Remediated,Yes,Vendor Fix Pending
VUL-00010077,AST-0020499,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-01,2026-01-31,Risk Accepted,No,Upgrade
VUL-00010078,AST-0009674,CVE-2022-22965,Spring Framework,Critical,9.8,2025-04-13,2025-04-28,Open,No,Upgrade
VUL-00010079,AST-0021240,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-05-26,2025-06-25,In Progress,Yes,Patch
VUL-00010080,AST-0023520,CVE-2022-22965,Spring Framework,Critical,9.8,2025-02-15,2025-05-16,Open,Yes,Upgrade
VUL-00010081,AST-0014938,CVE-2022-22965,Spring Framework,Critical,9.8,2026-02-17,2026-03-04,Remediated,No,Vendor Fix Pending
VUL-00010082,AST-0018551,CVE-2023-38545,curl,High,9.8,2026-01-22,2026-04-22,Open,No,Patch
VUL-00010083,AST-0004988,CVE-2023-38408,OpenSSH,High,9.8,2025-03-05,2025-03-20,Remediated,Yes,Vendor Fix Pending
VUL-00010084,AST-0004389,CVE-2024-3094,XZ Utils,Critical,10.0,2024-08-12,2024-10-11,In Progress,Yes,Upgrade
VUL-00010085,AST-0002218,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-06-18,2025-09-16,Open,No,Compensating Control
VUL-00010086,AST-0015627,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-19,2024-10-18,Remediated,Yes,Vendor Fix Pending
VUL-00010087,AST-0020730,CVE-2024-3094,XZ Utils,Critical,10.0,2024-09-15,2024-09-30,Remediated,Yes,Vendor Fix Pending
VUL-00010088,AST-0012256,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-07-18,2024-08-17,Open,No,Patch
VUL-00010089,AST-0020683,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-02-08,2026-05-09,In Progress,Yes,Upgrade
VUL-00010090,AST-0003822,CVE-2023-38545,curl,High,9.8,2025-10-04,2025-12-03,False Positive,Yes,Upgrade
VUL-00010091,AST-0006395,CVE-2023-38545,curl,High,9.8,2024-11-28,2025-01-27,Risk Accepted,No,Patch
VUL-00010092,AST-0023717,CVE-2023-38408,OpenSSH,High,9.8,2026-01-14,2026-03-15,Remediated,No,Patch
VUL-00010093,AST-0000631,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-06-16,2024-09-14,Remediated,Yes,Vendor Fix Pending
VUL-00010094,AST-0021899,CVE-2023-38408,OpenSSH,High,9.8,2026-01-17,2026-03-18,Remediated,Yes,Compensating Control
VUL-00010095,AST-0013423,CVE-2023-38545,curl,High,9.8,2024-08-17,2024-09-01,Open,Yes,Compensating Control
VUL-00010096,AST-0020016,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-02-04,2026-05-05,Remediated,Yes,Vendor Fix Pending
VUL-00010097,AST-0022182,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-02-18,2025-03-20,Remediated,No,Compensating Control
VUL-00010098,AST-0023471,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-09-25,2024-12-24,Open,Yes,Vendor Fix Pending
VUL-00010099,AST-0021671,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-15,2024-07-15,Remediated,No,Vendor Fix Pending
VUL-00010100,AST-0005276,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-09-06,2025-11-05,Open,Yes,Patch
VUL-00010101,AST-0010402,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-12-20,2025-01-19,Remediated,Yes,Upgrade
VUL-00010102,AST-0007543,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-10-21,2025-11-20,Remediated,No,Upgrade
VUL-00010103,AST-0001596,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-05-20,2026-08-18,In Progress,Yes,Vendor Fix Pending
VUL-00010104,AST-0020258,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-06-13,2025-08-12,Remediated,Yes,Patch
VUL-00010105,AST-0014983,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-02-20,2025-04-21,Remediated,No,Upgrade
VUL-00010106,AST-0002648,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-01-02,2025-01-17,Remediated,No,Compensating Control
VUL-00010107,AST-0023500,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-11-29,2025-12-14,Remediated,Yes,Vendor Fix Pending
VUL-00010108,AST-0019520,CVE-2023-38408,OpenSSH,High,9.8,2024-10-15,2024-11-14,Remediated,Yes,Patch
VUL-00010109,AST-0020723,CVE-2023-38408,OpenSSH,High,9.8,2026-01-28,2026-02-12,Remediated,Yes,Vendor Fix Pending
VUL-00010110,AST-0002453,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-04-21,2025-05-06,Remediated,No,Patch
VUL-00010111,AST-0011249,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-06-19,2025-09-17,Open,Yes,Compensating Control
VUL-00010112,AST-0017544,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-08-17,2024-09-01,In Progress,Yes,Upgrade
VUL-00010113,AST-0002719,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-12-14,2026-01-13,Remediated,Yes,Patch
VUL-00010114,AST-0019840,CVE-2023-38545,curl,High,9.8,2024-11-26,2025-01-25,In Progress,No,Patch
VUL-00010115,AST-0020825,CVE-2024-3094,XZ Utils,Critical,10.0,2024-12-24,2025-01-08,Remediated,Yes,Upgrade
VUL-00010116,AST-0023409,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-06-05,2024-06-20,Open,Yes,Upgrade
VUL-00010117,AST-0021417,CVE-2024-3094,XZ Utils,Critical,10.0,2026-05-20,2026-07-19,In Progress,No,Vendor Fix Pending
VUL-00010118,AST-0003811,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-03-01,2026-03-31,In Progress,Yes,Patch
VUL-00010119,AST-0018754,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-09-22,2024-10-22,Open,No,Patch
VUL-00010120,AST-0002848,CVE-2023-38408,OpenSSH,High,9.8,2024-10-26,2025-01-24,Open,Yes,Compensating Control
VUL-00010121,AST-0015174,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-07-14,2024-08-13,In Progress,No,Compensating Control
VUL-00010122,AST-0013942,CVE-2024-3094,XZ Utils,Critical,10.0,2025-11-06,2025-12-06,Remediated,Yes,Patch
VUL-00010123,AST-0020471,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-07-28,2025-09-26,Open,Yes,Compensating Control
VUL-00010124,AST-0021647,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-04-27,2026-06-26,Open,Yes,Compensating Control
VUL-00010125,AST-0019448,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-06-29,2025-08-28,In Progress,No,Patch
VUL-00010126,AST-0023229,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-02-15,2026-05-16,Remediated,No,Compensating Control
VUL-00010127,AST-0023462,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-07-23,2024-09-21,Remediated,No,Patch
VUL-00010128,AST-0010074,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-07-11,2025-07-26,In Progress,No,Upgrade
VUL-00010129,AST-0000843,CVE-2022-22965,Spring Framework,Critical,9.8,2026-01-13,2026-01-28,In Progress,No,Vendor Fix Pending
VUL-00010130,AST-0003697,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-10-17,2024-11-16,Remediated,Yes,Patch
VUL-00010131,AST-0015379,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-03-02,2026-03-17,In Progress,Yes,Patch
VUL-00010132,AST-0011149,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-08-21,2024-09-20,Remediated,Yes,Vendor Fix Pending
VUL-00010133,AST-0003308,CVE-2023-38408,OpenSSH,High,9.8,2024-06-15,2024-06-30,In Progress,No,Patch
VUL-00010134,AST-0020007,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-12-02,2025-03-02,Open,No,Patch
VUL-00010135,AST-0011837,CVE-2023-38545,curl,High,9.8,2026-05-10,2026-08-08,Remediated,Yes,Vendor Fix Pending
VUL-00010136,AST-0012074,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-09-23,2024-12-22,Remediated,No,Vendor Fix Pending
VUL-00010137,AST-0021469,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-04-04,2025-04-19,Remediated,No,Compensating Control
VUL-00010138,AST-0014131,CVE-2023-38408,OpenSSH,High,9.8,2025-09-02,2025-12-01,Open,No,Upgrade
VUL-00010139,AST-0010261,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-11-26,2026-01-25,Remediated,No,Upgrade
VUL-00010140,AST-0013013,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-11-02,2025-01-31,Open,Yes,Compensating Control
VUL-00010141,AST-0012211,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-11-12,2025-12-12,Open,No,Compensating Control
VUL-00010142,AST-0022445,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-10,2024-10-09,Open,Yes,Compensating Control
VUL-00010143,AST-0022580,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-08-30,2024-10-29,In Progress,Yes,Compensating Control
VUL-00010144,AST-0021665,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-02-04,2026-04-05,Risk Accepted,Yes,Compensating Control
VUL-00010145,AST-0014452,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-08-29,2025-10-28,Open,No,Patch
VUL-00010146,AST-0004670,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-01-12,2025-04-12,Remediated,No,Compensating Control
VUL-00010147,AST-0021393,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-05-27,2026-06-26,Remediated,No,Vendor Fix Pending
VUL-00010148,AST-0021739,CVE-2024-3094,XZ Utils,Critical,10.0,2025-08-06,2025-11-04,Open,No,Upgrade
VUL-00010149,AST-0022576,CVE-2023-38545,curl,High,9.8,2024-06-23,2024-07-23,In Progress,No,Upgrade
VUL-00010150,AST-0006076,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-02-23,2025-03-25,Remediated,No,Vendor Fix Pending
VUL-00010151,AST-0005609,CVE-2023-38408,OpenSSH,High,9.8,2025-11-04,2025-11-19,Remediated,Yes,Compensating Control
VUL-00010152,AST-0009480,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-10-12,2024-11-11,In Progress,Yes,Compensating Control
VUL-00010153,AST-0022450,CVE-2024-3094,XZ Utils,Critical,10.0,2025-05-16,2025-06-15,Open,Yes,Compensating Control
VUL-00010154,AST-0019931,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-06-24,2024-07-09,False Positive,Yes,Patch
VUL-00010155,AST-0007598,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-07-02,2024-08-31,In Progress,Yes,Patch
VUL-00010156,AST-0020473,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-08-29,2025-11-27,Remediated,Yes,Upgrade
VUL-00010157,AST-0023161,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-03-16,2025-06-14,Remediated,No,Upgrade
VUL-00010158,AST-0004322,CVE-2022-22965,Spring Framework,Critical,9.8,2026-04-13,2026-07-12,In Progress,Yes,Patch
VUL-00010159,AST-0020255,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-09-11,2024-09-26,Remediated,Yes,Upgrade
VUL-00010160,AST-0001777,CVE-2023-38408,OpenSSH,High,9.8,2026-05-10,2026-05-25,Open,No,Compensating Control
VUL-00010161,AST-0009816,CVE-2024-3094,XZ Utils,Critical,10.0,2025-06-29,2025-07-29,Risk Accepted,Yes,Upgrade
VUL-00010162,AST-0002969,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-03-23,2025-04-07,Open,Yes,Vendor Fix Pending
VUL-00010163,AST-0000962,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-01-26,2026-02-25,In Progress,Yes,Compensating Control
VUL-00010164,AST-0021532,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-12-29,2025-01-28,Open,Yes,Compensating Control
VUL-00010165,AST-0014770,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-12-24,2026-01-08,In Progress,No,Compensating Control
VUL-00010166,AST-0017488,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-10-29,2025-11-13,Open,No,Compensating Control
VUL-00010167,AST-0013652,CVE-2022-22965,Spring Framework,Critical,9.8,2024-07-17,2024-08-16,Remediated,No,Upgrade
VUL-00010168,AST-0018370,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-06-23,2025-09-21,Remediated,No,Compensating Control
VUL-00010169,AST-0016547,CVE-2022-22965,Spring Framework,Critical,9.8,2026-03-24,2026-04-08,Remediated,Yes,Upgrade
VUL-00010170,AST-0015120,CVE-2023-38408,OpenSSH,High,9.8,2025-10-25,2025-11-24,In Progress,No,Compensating Control
VUL-00010171,AST-0021204,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-09-06,2025-11-05,Risk Accepted,Yes,Vendor Fix Pending
VUL-00010172,AST-0013850,CVE-2023-38408,OpenSSH,High,9.8,2024-12-16,2025-03-16,False Positive,No,Vendor Fix Pending
VUL-00010173,AST-0023525,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-03-15,2025-05-14,False Positive,No,Compensating Control
VUL-00010174,AST-0020295,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-03-23,2026-06-21,In Progress,Yes,Patch
VUL-00010175,AST-0006637,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-04-04,2025-05-04,Remediated,Yes,Compensating Control
VUL-00010176,AST-0000245,CVE-2024-3094,XZ Utils,Critical,10.0,2025-11-11,2026-01-10,Remediated,Yes,Upgrade
VUL-00010177,AST-0008140,CVE-2024-3094,XZ Utils,Critical,10.0,2025-12-02,2026-01-31,Remediated,No,Patch
VUL-00010178,AST-0022892,CVE-2024-3094,XZ Utils,Critical,10.0,2026-03-21,2026-04-05,In Progress,No,Vendor Fix Pending
VUL-00010179,AST-0011187,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-07-24,2024-08-23,Remediated,No,Patch
VUL-00010180,AST-0007027,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-04-30,2025-06-29,Remediated,No,Upgrade
VUL-00010181,AST-0016558,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-11-16,2026-01-15,In Progress,Yes,Patch
VUL-00010182,AST-0022284,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-07-08,2024-09-06,Open,No,Vendor Fix Pending
VUL-00010183,AST-0020050,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-07-20,2024-09-18,Open,Yes,Upgrade
VUL-00010184,AST-0023527,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-10-14,2025-01-12,In Progress,No,Patch
VUL-00010185,AST-0023420,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-05-02,2025-07-31,Remediated,Yes,Patch
VUL-00010186,AST-0013828,CVE-2022-22965,Spring Framework,Critical,9.8,2025-01-22,2025-04-22,Remediated,Yes,Vendor Fix Pending
VUL-00010187,AST-0003224,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-15,2024-06-30,In Progress,No,Vendor Fix Pending
VUL-00010188,AST-0023318,CVE-2023-38408,OpenSSH,High,9.8,2024-11-09,2025-01-08,Remediated,No,Compensating Control
VUL-00010189,AST-0022251,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-06,2024-09-04,Risk Accepted,Yes,Patch
VUL-00010190,AST-0022101,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-07-25,2025-09-23,Remediated,No,Vendor Fix Pending
VUL-00010191,AST-0006394,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-01-07,2026-02-06,In Progress,Yes,Compensating Control
VUL-00010192,AST-0020269,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-06-26,2025-09-24,Open,Yes,Upgrade
VUL-00010193,AST-0005646,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-04-08,2026-04-23,Remediated,No,Upgrade
VUL-00010194,AST-0009064,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-03-13,2026-03-28,Remediated,No,Upgrade
VUL-00010195,AST-0021190,CVE-2024-3094,XZ Utils,Critical,10.0,2025-03-03,2025-03-18,Open,Yes,Compensating Control
VUL-00010196,AST-0004971,CVE-2024-3094,XZ Utils,Critical,10.0,2025-11-30,2025-12-15,Open,Yes,Compensating Control
VUL-00010197,AST-0023392,CVE-2022-22965,Spring Framework,Critical,9.8,2024-12-19,2025-01-03,Remediated,Yes,Compensating Control
VUL-00010198,AST-0010522,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-05-30,2026-08-28,Remediated,Yes,Vendor Fix Pending
VUL-00010199,AST-0008221,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-09-14,2024-12-13,Risk Accepted,Yes,Upgrade
VUL-00010200,AST-0022223,CVE-2023-38545,curl,High,9.8,2025-06-25,2025-07-10,Open,No,Compensating Control
VUL-00010201,AST-0013680,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-06-11,2024-06-26,Open,No,Patch
VUL-00010202,AST-0010117,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-01-31,2026-05-01,In Progress,No,Patch
VUL-00010203,AST-0021402,CVE-2024-3094,XZ Utils,Critical,10.0,2025-04-04,2025-06-03,Remediated,No,Patch
VUL-00010204,AST-0022588,CVE-2024-3094,XZ Utils,Critical,10.0,2025-10-15,2026-01-13,In Progress,Yes,Patch
VUL-00010205,AST-0014185,CVE-2022-22965,Spring Framework,Critical,9.8,2025-04-15,2025-05-15,Open,No,Vendor Fix Pending
VUL-00010206,AST-0015596,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-11-30,2025-01-29,Remediated,Yes,Patch
VUL-00010207,AST-0009771,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-06-03,2024-06-18,In Progress,No,Vendor Fix Pending
VUL-00010208,AST-0021667,CVE-2022-22965,Spring Framework,Critical,9.8,2025-12-21,2026-03-21,Open,Yes,Compensating Control
VUL-00010209,AST-0019377,CVE-2023-38545,curl,High,9.8,2024-07-13,2024-10-11,Remediated,No,Compensating Control
VUL-00010210,AST-0010489,CVE-2023-38545,curl,High,9.8,2026-05-13,2026-07-12,Remediated,No,Patch
VUL-00010211,AST-0000692,CVE-2023-38408,OpenSSH,High,9.8,2025-06-10,2025-08-09,Remediated,No,Patch
VUL-00010212,AST-0023863,CVE-2023-38408,OpenSSH,High,9.8,2025-04-10,2025-04-25,In Progress,No,Vendor Fix Pending
VUL-00010213,AST-0002643,CVE-2022-22965,Spring Framework,Critical,9.8,2024-08-22,2024-11-20,Remediated,Yes,Vendor Fix Pending
VUL-00010214,AST-0020822,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-01-20,2025-02-04,Remediated,No,Vendor Fix Pending
VUL-00010215,AST-0022750,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-07-23,2024-08-22,Open,No,Vendor Fix Pending
VUL-00010216,AST-0013474,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-12-25,2025-01-24,Open,Yes,Patch
VUL-00010217,AST-0007997,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-05-25,2025-06-24,Open,No,Patch
VUL-00010218,AST-0008883,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-04-11,2026-07-10,In Progress,Yes,Compensating Control
VUL-00010219,AST-0023808,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-09-15,2025-09-30,Open,No,Upgrade
VUL-00010220,AST-0004685,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-01-14,2025-03-15,Remediated,Yes,Compensating Control
VUL-00010221,AST-0008230,CVE-2024-3094,XZ Utils,Critical,10.0,2024-08-01,2024-09-30,Open,Yes,Upgrade
VUL-00010222,AST-0019528,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-08-26,2024-10-25,Open,No,Upgrade
VUL-00010223,AST-0019418,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-06-19,2025-09-17,Remediated,No,Upgrade
VUL-00010224,AST-0018614,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-17,2024-09-15,Open,Yes,Vendor Fix Pending
VUL-00010225,AST-0012617,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-05-02,2025-07-31,Open,No,Compensating Control
VUL-00010226,AST-0011678,CVE-2023-38545,curl,High,9.8,2026-05-28,2026-06-27,Open,Yes,Vendor Fix Pending
VUL-00010227,AST-0001276,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-09-26,2024-10-26,Open,No,Patch
VUL-00010228,AST-0002677,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-04-03,2026-06-02,False Positive,Yes,Upgrade
VUL-00010229,AST-0006749,CVE-2023-38545,curl,High,9.8,2025-11-17,2026-01-16,Remediated,Yes,Patch
VUL-00010230,AST-0001618,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-05-24,2025-08-22,Open,No,Compensating Control
VUL-00010231,AST-0012633,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-11-10,2024-12-10,Remediated,Yes,Vendor Fix Pending
