Incident_ID,Asset_ID,Incident_Date,Incident_Type,Severity,Downtime_Hours,Root_Cause,Status
INC-00023404,AST-0003349,2024-04-18,Storage Alert,Medium,0.25,Configuration Drift,Resolved
INC-00023405,AST-0014343,2024-06-26,Security Alert,Critical,11.62,Configuration Drift,Closed
INC-00023406,AST-0004604,2024-10-20,Hardware Failure,High,4.61,User Error,Resolved
INC-00023407,AST-0017139,2026-03-28,Storage Alert,Critical,9.2,Unsupported Software,Resolved
INC-00023408,AST-0004682,2025-07-09,Security Alert,Low,0,Vendor Bug,Resolved
INC-00023409,AST-0000233,2023-09-14,Security Alert,Low,0.83,Unknown,Resolved
INC-00023410,AST-0023315,2024-12-17,Hardware Failure,Low,3.26,User Error,Problem Created
INC-00023411,AST-0022441,2025-02-26,Hardware Failure,Medium,2.09,Configuration Drift,Open
INC-00023412,AST-0007320,2025-11-20,Network Outage,Low,0,Unknown,Problem Created
INC-00023413,AST-0007155,2023-09-25,Performance Degradation,Low,0,Unknown,Resolved
INC-00023414,AST-0008967,2026-02-15,Storage Alert,Low,2.98,Capacity Issue,Closed
INC-00023415,AST-0016594,2026-02-20,Performance Degradation,High,3.54,Security Vulnerability,Resolved
INC-00023416,AST-0016901,2025-01-17,Security Alert,Medium,4.02,Configuration Drift,Resolved
INC-00023417,AST-0004075,2026-03-08,Hardware Failure,Medium,1.82,Vendor Bug,Closed
INC-00023418,AST-0013604,2024-09-03,Performance Degradation,Low,1.22,Capacity Issue,Problem Created
INC-00023419,AST-0000865,2024-05-06,Application Error,Critical,13.24,Hardware Aging,Resolved
INC-00023420,AST-0005512,2025-03-31,Network Outage,Low,0,Configuration Drift,Open
INC-00023421,AST-0004168,2024-09-18,OS Issue,Medium,3.87,Unknown,Resolved
INC-00023422,AST-0019186,2025-11-18,Patch Failure,Critical,14.21,Unsupported Software,Problem Created
INC-00023423,AST-0001178,2025-02-05,OS Issue,Critical,10.92,Capacity Issue,Resolved
INC-00023424,AST-0020109,2025-04-09,Storage Alert,Critical,12.5,Capacity Issue,Resolved
INC-00023425,AST-0010257,2025-06-30,Patch Failure,Medium,0,Unknown,Closed
INC-00023426,AST-0006399,2025-11-21,Storage Alert,Medium,0.13,Hardware Aging,Problem Created
INC-00023427,AST-0021605,2024-06-13,OS Issue,High,2.55,Security Vulnerability,Closed
INC-00023428,AST-0010217,2024-10-18,Application Error,Low,0.78,Unknown,Resolved
INC-00023429,AST-0001440,2024-05-16,Security Alert,Medium,2.93,Unknown,Resolved
INC-00023430,AST-0013206,2024-01-11,Patch Failure,Medium,0.39,User Error,Closed
INC-00023431,AST-0015492,2026-04-15,OS Issue,Medium,3.59,Unknown,Resolved
INC-00023432,AST-0006277,2023-12-20,Storage Alert,Low,0.33,User Error,Open
INC-00023433,AST-0010942,2025-10-20,Performance Degradation,High,3.88,Hardware Aging,Closed
INC-00023434,AST-0011192,2025-11-21,Storage Alert,High,5.81,Unsupported Software,Closed
INC-00023435,AST-0016278,2025-11-13,Patch Failure,High,3.93,Security Vulnerability,Closed
INC-00023436,AST-0008822,2023-07-10,Network Outage,Medium,0.59,Capacity Issue,Problem Created
INC-00023437,AST-0007437,2026-05-30,Hardware Failure,Low,3.62,Unsupported Software,Resolved
INC-00023438,AST-0022594,2025-03-22,OS Issue,Medium,2.35,User Error,Resolved
INC-00023439,AST-0009928,2023-06-11,OS Issue,Critical,11.94,Security Vulnerability,Resolved
INC-00023440,AST-0011872,2023-08-07,Patch Failure,Medium,0,Capacity Issue,Resolved
INC-00023441,AST-0000744,2024-10-09,Hardware Failure,Medium,4.12,Vendor Bug,Closed
INC-00023442,AST-0010986,2025-12-04,Application Error,Critical,14.26,Hardware Aging,Closed
INC-00023443,AST-0008819,2023-07-05,Network Outage,High,4.01,Unsupported Software,Open
INC-00023444,AST-0019214,2024-06-07,Network Outage,Medium,0,Hardware Aging,Resolved
INC-00023445,AST-0004945,2024-08-01,Storage Alert,Medium,1.51,Security Vulnerability,Problem Created
INC-00023446,AST-0002703,2025-02-13,Application Error,Low,0,Configuration Drift,Resolved
INC-00023447,AST-0002796,2023-10-12,Storage Alert,Low,1.1,Capacity Issue,Closed
INC-00023448,AST-0000026,2025-04-17,Hardware Failure,Medium,0.41,Unknown,Resolved
INC-00023449,AST-0008981,2025-04-19,Application Error,High,4.01,Unknown,Open
INC-00023450,AST-0016990,2024-12-06,OS Issue,Low,0,User Error,Resolved
INC-00023451,AST-0001141,2026-01-11,OS Issue,Critical,15.08,Capacity Issue,Resolved
INC-00023452,AST-0012613,2025-07-01,Performance Degradation,Low,1.4,Unknown,Open
INC-00023453,AST-0012351,2023-11-13,Patch Failure,Critical,14.23,Capacity Issue,Resolved
INC-00023454,AST-0007591,2026-03-07,OS Issue,Medium,3.8,Hardware Aging,Closed
INC-00023455,AST-0006038,2025-07-09,Application Error,Medium,0,Unknown,Closed
INC-00023456,AST-0011859,2026-04-22,Hardware Failure,Low,1.35,Unknown,Resolved
INC-00023457,AST-0018854,2024-02-05,OS Issue,Critical,14.96,Capacity Issue,Closed
INC-00023458,AST-0003608,2026-02-15,Network Outage,Medium,0.69,Capacity Issue,Closed
INC-00023459,AST-0000430,2026-03-29,Performance Degradation,Critical,15.48,Unknown,Open
INC-00023460,AST-0015226,2024-11-29,Storage Alert,High,3.79,Vendor Bug,Resolved
INC-00023461,AST-0009672,2023-08-04,Hardware Failure,Medium,0,Security Vulnerability,Resolved
INC-00023462,AST-0007006,2025-02-18,Patch Failure,Medium,0.6,Security Vulnerability,Closed
INC-00023463,AST-0012967,2026-02-14,Performance Degradation,Medium,0.72,Security Vulnerability,Resolved
INC-00023464,AST-0010745,2024-08-09,OS Issue,Medium,1.05,Vendor Bug,Problem Created
INC-00023465,AST-0022260,2025-03-30,Patch Failure,Critical,9.58,Vendor Bug,Resolved
INC-00023466,AST-0021762,2026-03-19,Performance Degradation,Low,1.3,Configuration Drift,Open
INC-00023467,AST-0015258,2023-08-09,OS Issue,Low,2.76,Hardware Aging,Resolved
INC-00023468,AST-0006092,2024-01-03,Patch Failure,Medium,5.71,User Error,Resolved
INC-00023469,AST-0010212,2023-12-26,Security Alert,Low,2.8,Security Vulnerability,Open
INC-00023470,AST-0008802,2024-12-09,Application Error,Medium,1.4,Unknown,Open
INC-00023471,AST-0016010,2024-12-29,Patch Failure,High,0.83,Hardware Aging,Closed
INC-00023472,AST-0013609,2025-05-07,OS Issue,Medium,0,Configuration Drift,Closed
INC-00023473,AST-0012075,2025-01-15,Hardware Failure,Medium,3.91,User Error,Open
INC-00023474,AST-0012102,2024-10-10,Performance Degradation,Critical,12.86,Hardware Aging,Resolved
INC-00023475,AST-0002127,2025-11-29,Network Outage,High,2.35,Hardware Aging,Problem Created
INC-00023476,AST-0009506,2026-02-07,Hardware Failure,Low,0.53,Security Vulnerability,Open
INC-00023477,AST-0018768,2024-12-04,OS Issue,Medium,1.65,Security Vulnerability,Open
INC-00023478,AST-0014584,2024-09-18,OS Issue,Medium,0.31,Capacity Issue,Problem Created
INC-00023479,AST-0004244,2026-01-15,Patch Failure,Medium,1.07,User Error,Open
INC-00023480,AST-0019368,2025-09-20,Patch Failure,Low,0,Configuration Drift,Open
INC-00023481,AST-0022970,2025-09-16,Storage Alert,Medium,0,Hardware Aging,Problem Created
INC-00023482,AST-0022351,2025-02-18,Performance Degradation,Low,0,Unsupported Software,Resolved
INC-00023483,AST-0018776,2025-05-27,Network Outage,Low,0.61,User Error,Closed
INC-00023484,AST-0004467,2026-04-17,Security Alert,High,4.4,User Error,Closed
INC-00023485,AST-0002029,2023-08-25,Security Alert,Medium,1.78,Unsupported Software,Resolved
INC-00023486,AST-0018835,2023-11-27,Storage Alert,Critical,12.18,Unknown,Resolved
INC-00023487,AST-0023726,2023-11-26,Patch Failure,Low,0,Unknown,Resolved
INC-00023488,AST-0017347,2025-10-06,Performance Degradation,High,3.63,Capacity Issue,Resolved
INC-00023489,AST-0007232,2024-03-10,Patch Failure,Low,0,Unsupported Software,Resolved
INC-00023490,AST-0022569,2024-11-23,Patch Failure,High,3.34,Capacity Issue,Resolved
INC-00023491,AST-0004597,2025-06-21,Application Error,Medium,2.3,Security Vulnerability,Problem Created
INC-00023492,AST-0004189,2023-12-14,Performance Degradation,Low,0.67,Security Vulnerability,Resolved
INC-00023493,AST-0019478,2023-11-21,Application Error,Low,0,Configuration Drift,Closed
INC-00023494,AST-0005587,2025-09-22,Patch Failure,Low,0,Configuration Drift,Resolved
INC-00023495,AST-0010025,2025-01-20,Hardware Failure,Low,0,Hardware Aging,Resolved
INC-00023496,AST-0013391,2024-02-26,Patch Failure,Low,0,Capacity Issue,Closed
INC-00023497,AST-0004306,2023-12-17,Performance Degradation,Medium,3.01,Vendor Bug,Resolved
INC-00023498,AST-0008377,2025-12-16,Application Error,Medium,2.2,Configuration Drift,Resolved
INC-00023499,AST-0011257,2023-07-23,Storage Alert,Medium,3.52,Hardware Aging,Resolved
INC-00023500,AST-0006095,2026-05-01,OS Issue,Medium,1.2,Unsupported Software,Open
INC-00023501,AST-0019035,2024-10-12,Patch Failure,Medium,3.57,Unknown,Resolved
INC-00023502,AST-0010656,2026-02-25,Performance Degradation,High,3.22,Security Vulnerability,Closed
INC-00023503,AST-0013234,2026-03-09,Hardware Failure,High,4.46,Unknown,Resolved
INC-00023504,AST-0000616,2023-10-05,Security Alert,Low,0,Vendor Bug,Closed
INC-00023505,AST-0006880,2024-07-30,Performance Degradation,Low,0,Unknown,Resolved
INC-00023506,AST-0014583,2026-04-16,Security Alert,High,3.61,User Error,Resolved
INC-00023507,AST-0002724,2025-07-06,Network Outage,Medium,2.08,Unknown,Problem Created
INC-00023508,AST-0014855,2025-06-03,OS Issue,Medium,2.27,Vendor Bug,Problem Created
INC-00023509,AST-0007838,2026-01-01,Hardware Failure,High,4.69,Vendor Bug,Open
INC-00023510,AST-0005024,2023-06-26,Network Outage,Low,0,Configuration Drift,Resolved
INC-00023511,AST-0013007,2025-10-20,Security Alert,Medium,1.0,Unknown,Closed
INC-00023512,AST-0003373,2025-11-04,Security Alert,High,6.74,Hardware Aging,Open
INC-00023513,AST-0013304,2024-08-13,Patch Failure,Low,1.29,Unsupported Software,Resolved
INC-00023514,AST-0008392,2025-11-06,OS Issue,Critical,12.0,Capacity Issue,Resolved
INC-00023515,AST-0023709,2024-01-08,Network Outage,Low,3.06,Configuration Drift,Problem Created
INC-00023516,AST-0023053,2024-07-13,Performance Degradation,Low,1.27,Capacity Issue,Resolved
INC-00023517,AST-0018416,2026-03-21,Performance Degradation,Medium,1.42,Capacity Issue,Resolved
INC-00023518,AST-0000368,2025-01-17,Network Outage,Low,0,Vendor Bug,Problem Created
INC-00023519,AST-0019789,2024-03-18,OS Issue,Critical,11.92,Configuration Drift,Resolved
INC-00023520,AST-0013043,2025-06-15,Security Alert,Medium,2.09,Capacity Issue,Resolved
INC-00023521,AST-0012923,2024-06-04,Application Error,Critical,11.68,Unknown,Problem Created
INC-00023522,AST-0002011,2024-07-31,Hardware Failure,Low,0,Vendor Bug,Resolved
INC-00023523,AST-0004867,2026-04-25,Security Alert,Critical,12.03,User Error,Problem Created
INC-00023524,AST-0000604,2024-07-22,OS Issue,High,4.55,Unknown,Closed
INC-00023525,AST-0001517,2023-07-13,Storage Alert,Low,0,Unknown,Resolved
INC-00023526,AST-0013417,2024-09-21,Hardware Failure,Medium,1.81,Unknown,Closed
INC-00023527,AST-0004642,2024-03-26,Network Outage,Low,0,Hardware Aging,Open
INC-00023528,AST-0019510,2024-10-05,Storage Alert,Low,1.93,User Error,Resolved
INC-00023529,AST-0016911,2025-08-07,Network Outage,Medium,2.65,Hardware Aging,Resolved
INC-00023530,AST-0013816,2026-02-02,Security Alert,Medium,1.77,Unknown,Open
INC-00023531,AST-0018446,2024-06-16,Storage Alert,Medium,0,Unknown,Open
INC-00023532,AST-0020627,2024-02-13,Network Outage,Critical,12.42,Hardware Aging,Open
INC-00023533,AST-0002421,2024-07-27,Security Alert,Medium,2.26,Configuration Drift,Resolved
INC-00023534,AST-0011646,2024-02-08,Hardware Failure,Low,1.01,Capacity Issue,Resolved
INC-00023535,AST-0007962,2025-06-26,Patch Failure,Medium,0,Security Vulnerability,Resolved
INC-00023536,AST-0015425,2024-04-25,OS Issue,Medium,1.59,Hardware Aging,Resolved
INC-00023537,AST-0004840,2024-09-21,OS Issue,Critical,8.7,Security Vulnerability,Resolved
INC-00023538,AST-0000104,2026-04-27,Application Error,Low,0.65,Vendor Bug,Problem Created
INC-00023539,AST-0004899,2025-01-10,Hardware Failure,Low,0.26,Configuration Drift,Open
INC-00023540,AST-0020318,2024-06-04,Hardware Failure,Medium,2.1,Unknown,Open
INC-00023541,AST-0011777,2024-12-08,Storage Alert,Medium,1.17,Unsupported Software,Open
INC-00023542,AST-0005502,2024-10-16,Hardware Failure,Critical,9.37,Unknown,Closed
INC-00023543,AST-0023481,2025-08-28,Application Error,Low,0,Unsupported Software,Closed
INC-00023544,AST-0009663,2025-06-15,OS Issue,Medium,1.34,Configuration Drift,Open
INC-00023545,AST-0018702,2024-01-14,Hardware Failure,Low,1.75,Vendor Bug,Problem Created
INC-00023546,AST-0014289,2024-12-12,Application Error,Low,1.28,Hardware Aging,Open
INC-00023547,AST-0022188,2023-09-05,Network Outage,Critical,12.31,Unknown,Resolved
INC-00023548,AST-0010314,2025-02-26,OS Issue,High,6.18,Hardware Aging,Resolved
INC-00023549,AST-0003315,2024-01-24,Storage Alert,Low,3.65,Vendor Bug,Open
INC-00023550,AST-0023876,2024-05-16,Network Outage,Low,0.88,Hardware Aging,Resolved
INC-00023551,AST-0002532,2024-06-26,Security Alert,Low,1.38,Vendor Bug,Problem Created
INC-00023552,AST-0021167,2026-03-28,Application Error,Low,2.98,Hardware Aging,Open
INC-00023553,AST-0003342,2025-12-12,Hardware Failure,Medium,1.66,Hardware Aging,Resolved
INC-00023554,AST-0010535,2023-12-17,Application Error,Medium,2.21,Vendor Bug,Problem Created
INC-00023555,AST-0004149,2026-03-08,Security Alert,Low,0,User Error,Open
INC-00023556,AST-0007897,2023-09-06,Network Outage,Medium,2.47,Security Vulnerability,Open
INC-00023557,AST-0010466,2024-07-25,Network Outage,Medium,1.27,Security Vulnerability,Closed
INC-00023558,AST-0007036,2026-02-28,Performance Degradation,High,1.38,Capacity Issue,Problem Created
INC-00023559,AST-0019228,2023-10-21,Performance Degradation,High,5.81,Unsupported Software,Open
INC-00023560,AST-0022170,2024-11-28,Network Outage,Low,2.41,Vendor Bug,Closed
INC-00023561,AST-0014841,2023-06-04,Application Error,High,6.59,Unknown,Problem Created
INC-00023562,AST-0003096,2023-08-09,Storage Alert,Medium,0,Unsupported Software,Resolved
INC-00023563,AST-0020109,2024-08-14,Security Alert,High,2.15,User Error,Resolved
INC-00023564,AST-0022299,2024-10-07,Performance Degradation,Medium,1.4,User Error,Resolved
INC-00023565,AST-0006393,2026-01-17,Security Alert,Low,0,Hardware Aging,Problem Created
INC-00023566,AST-0002546,2026-05-17,Performance Degradation,Low,0,Vendor Bug,Problem Created
INC-00023567,AST-0000511,2023-12-18,Performance Degradation,Low,0.07,Configuration Drift,Resolved
INC-00023568,AST-0001568,2025-06-04,Performance Degradation,Medium,2.01,User Error,Open
INC-00023569,AST-0012163,2024-04-22,Storage Alert,High,6.6,Unsupported Software,Problem Created
INC-00023570,AST-0021293,2024-12-09,Performance Degradation,Medium,3.38,User Error,Open
INC-00023571,AST-0012420,2024-03-10,Security Alert,Medium,1.33,Vendor Bug,Resolved
INC-00023572,AST-0018459,2025-10-17,OS Issue,High,2.29,Vendor Bug,Open
INC-00023573,AST-0023912,2026-04-11,Performance Degradation,Low,1.01,Unsupported Software,Resolved
INC-00023574,AST-0008958,2025-03-02,Storage Alert,Medium,0,Unsupported Software,Resolved
INC-00023575,AST-0013981,2026-02-23,Storage Alert,Medium,1.78,Configuration Drift,Problem Created
INC-00023576,AST-0006150,2024-10-18,Storage Alert,Low,1.13,User Error,Closed
INC-00023577,AST-0007874,2024-02-13,Security Alert,Medium,2.54,Unknown,Resolved
INC-00023578,AST-0004437,2025-08-15,Security Alert,High,4.54,Configuration Drift,Problem Created
INC-00023579,AST-0021033,2023-08-26,Performance Degradation,Low,0,Unknown,Resolved
INC-00023580,AST-0018301,2025-06-23,Network Outage,Medium,0,Hardware Aging,Closed
INC-00023581,AST-0004651,2025-10-17,Performance Degradation,High,6.19,Security Vulnerability,Closed
INC-00023582,AST-0019080,2024-07-05,Storage Alert,Low,0,Vendor Bug,Resolved
INC-00023583,AST-0016551,2025-08-10,Storage Alert,High,3.99,Capacity Issue,Resolved
INC-00023584,AST-0010278,2025-08-07,Network Outage,High,5.4,Hardware Aging,Resolved
INC-00023585,AST-0018991,2024-04-19,Hardware Failure,Medium,1.11,Vendor Bug,Closed
INC-00023586,AST-0016812,2024-09-10,Performance Degradation,Low,0,Unknown,Resolved
INC-00023587,AST-0020813,2023-08-19,Security Alert,Low,3.11,Security Vulnerability,Closed
INC-00023588,AST-0000956,2026-01-22,Security Alert,Medium,2.04,User Error,Resolved
INC-00023589,AST-0002153,2025-05-07,Application Error,Critical,12.81,Unknown,Resolved
INC-00023590,AST-0002591,2026-05-03,Application Error,Medium,2.25,Vendor Bug,Closed
INC-00023591,AST-0023784,2025-02-28,OS Issue,Low,0,Capacity Issue,Problem Created
INC-00023592,AST-0001717,2024-02-27,Network Outage,Medium,0.15,Configuration Drift,Resolved
INC-00023593,AST-0007747,2024-04-26,Hardware Failure,Medium,3.21,User Error,Closed
INC-00023594,AST-0006603,2025-09-29,Performance Degradation,Low,0.74,Configuration Drift,Problem Created
INC-00023595,AST-0008807,2024-10-11,Security Alert,Medium,0.99,Configuration Drift,Closed
INC-00023596,AST-0022645,2025-11-29,Application Error,High,4.26,Security Vulnerability,Resolved
INC-00023597,AST-0020338,2024-04-03,Performance Degradation,Low,0.93,Unknown,Problem Created
INC-00023598,AST-0010412,2026-04-18,Patch Failure,Critical,11.3,Unknown,Resolved
INC-00023599,AST-0003951,2023-12-31,Performance Degradation,Critical,14.36,Configuration Drift,Resolved
INC-00023600,AST-0012249,2025-06-02,Performance Degradation,Low,0.06,Unknown,Problem Created
INC-00023601,AST-0015827,2025-01-18,Hardware Failure,Medium,1.64,Configuration Drift,Problem Created
INC-00023602,AST-0018041,2026-03-04,Security Alert,High,6.42,Vendor Bug,Resolved
INC-00023603,AST-0015716,2023-07-02,Network Outage,Medium,0.79,Vendor Bug,Resolved
INC-00023604,AST-0001920,2024-08-06,Performance Degradation,Medium,1.52,User Error,Closed
INC-00023605,AST-0006173,2025-07-10,Storage Alert,Medium,0,Vendor Bug,Resolved
INC-00023606,AST-0016390,2026-02-03,Storage Alert,Low,0.1,Security Vulnerability,Resolved
INC-00023607,AST-0002998,2025-04-12,Application Error,High,3.85,Vendor Bug,Problem Created
INC-00023608,AST-0022829,2025-10-22,Storage Alert,High,1.31,User Error,Problem Created
INC-00023609,AST-0016667,2025-03-25,OS Issue,Critical,15.65,User Error,Resolved
INC-00023610,AST-0012119,2024-03-08,Application Error,Low,1.5,Unknown,Open
INC-00023611,AST-0002852,2024-10-18,Security Alert,High,4.55,Security Vulnerability,Resolved
INC-00023612,AST-0016408,2026-01-23,Patch Failure,Medium,0,Configuration Drift,Problem Created
INC-00023613,AST-0009385,2024-07-20,Security Alert,Medium,1.72,Unsupported Software,Problem Created
INC-00023614,AST-0019130,2023-06-17,Network Outage,High,3.95,Configuration Drift,Closed
INC-00023615,AST-0009316,2024-10-28,Security Alert,Medium,0.83,Security Vulnerability,Resolved
INC-00023616,AST-0002323,2024-11-23,Hardware Failure,Medium,0.46,Vendor Bug,Open
INC-00023617,AST-0023165,2023-07-23,Performance Degradation,Medium,1.41,Unknown,Problem Created
INC-00023618,AST-0016403,2024-05-05,Patch Failure,Low,1.48,Capacity Issue,Closed
INC-00023619,AST-0021107,2025-04-15,Storage Alert,Medium,3.22,Unsupported Software,Closed
INC-00023620,AST-0008293,2025-10-11,Storage Alert,Medium,1.4,Vendor Bug,Open
INC-00023621,AST-0017020,2026-03-12,Security Alert,Medium,2.12,Unsupported Software,Closed
INC-00023622,AST-0004927,2024-10-24,Application Error,Medium,1.1,User Error,Open
INC-00023623,AST-0013869,2024-05-14,Hardware Failure,High,4.94,Capacity Issue,Resolved
INC-00023624,AST-0013979,2024-06-09,Patch Failure,Low,1.83,Hardware Aging,Open
