Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority
A0000684,LTP-000684,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP8IQL0WTQLC,2024-07-07,2024-07-16,2028-07-06,1368.08,WST020,BU002,Corporate,E019251,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,1.88,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,4,28.23,27.41,Low
A0000685,LTP-000685,Laptop,Apple,MacBook Pro M2,LTPKUA1RUA1G1,2020-07-15,2020-08-28,2023-07-15,1704.4,WST013,BU008,Production,E009863,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,5.76,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,2,0,2,3,18.49,19.92,Low
A0000686,LTP-000686,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPPIABUSLSHV,2022-03-13,2022-04-10,2025-03-12,1242.71,GTA024,BU002,Corporate,E021618,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.15,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,0,1,3,23.11,29.16,Low
A0000687,LTP-000687,Laptop,HP,EliteBook 850 G9,LTPAPDX2LFK6Z,2023-03-20,2023-05-02,2028-03-18,1122.34,GTA006,BU001,Corporate,E009248,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,3.09,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,1,3.39,20.17,Low
A0000688,LTP-000688,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP4QDRH4CGRS,2021-12-26,2021-12-30,2025-12-25,1082.91,QUE021,BU001,Branch,E015106,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,4.42,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,3,16.25,16.81,Low
A0000689,LTP-000689,Laptop,Dell,Latitude 5430,LTPKOG0KB74QY,2022-03-22,2022-04-19,2027-03-21,1008.4,GTA007,BU002,Production,E006433,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,4.12,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,5,56.19,17.81,Low
A0000690,LTP-000690,Laptop,Dell,Latitude 5420,LTPZQY29VGYE7,2021-02-14,2021-03-05,2026-02-13,1035.81,WST026,BU003,Production,E005752,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.24,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,3,19.51,24.98,Low
A0000691,LTP-000691,Laptop,HP,EliteBook 840 G8,LTPFA71QHS3GO,2023-04-19,2023-05-16,2026-04-18,854.18,GTA043,BU001,Branch,E012336,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,3.05,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,8,65.63,54.28,Medium
A0000692,LTP-000692,Laptop,Dell,Latitude 5430,LTPKS277T1HJ0,2018-02-26,2018-04-06,2022-02-25,1016.62,QUE014,BU002,Production,E000451,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,8.16,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,3,1,1,8,94.86,37.74,Medium
A0000693,LTP-000693,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPVLOQUUWM7W,2019-08-12,2019-08-17,2024-08-10,1302.84,GTA025,BU003,Branch,E019905,In Use,Network Discovery,2026-05-31,2022-04-01,2027-04-01,4,1450,6.79,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,7,36.26,33.81,Medium
A0000694,LTP-000694,Laptop,Dell,Latitude 7440,LTPYJJSMU3GNY,2018-05-03,2018-05-24,2022-05-02,1247.35,TOR006,BU003,Production,E021132,In Repair,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,8.02,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,1,0,0,1,7.09,7.35,Low
A0000695,LTP-000695,Laptop,HP,EliteBook 850 G9,LTPV460AMLHSU,2024-11-03,2024-11-15,2028-11-02,1070.24,WST027,BU003,Branch,E004106,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,1.54,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,6,27.54,31.38,Medium
A0000696,LTP-000696,Laptop,HP,EliteBook 840 G8,LTP1IWDIF4NPL,2024-04-05,2024-04-18,2027-04-05,858.66,GTA003,BU001,Production,E008633,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,2.12,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,3,15.97,41.8,Medium
A0000697,LTP-000697,Laptop,Dell,Latitude 5420,LTPK3E6NCACKQ,2020-02-18,2020-03-30,2023-02-17,972.54,ATL001,BU006,Branch,E021808,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,6.17,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,2,17.6,22.88,Low
A0000698,LTP-000698,Laptop,HP,EliteBook 840 G8,LTPNGKU8Z7CAM,2021-04-27,2021-05-15,2025-04-26,994.87,GTA050,BU004,Branch,E008623,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,5.05,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,1,2,17.8,43.89,Medium
A0000699,LTP-000699,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPQOIP0N2NT2,2019-10-23,2019-11-02,2023-10-22,1072.65,GTA050,BU001,Corporate,E017132,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,6.58,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,1,0,5,17.92,28.9,Low
A0000700,LTP-000700,Laptop,Dell,Latitude 5430,LTPS4WDQKJ2VJ,2018-09-04,2018-09-24,2022-09-03,1113.92,ONR012,BU002,Branch,E011884,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,7.69,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,3,24.23,12.21,Low
A0000701,LTP-000701,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP4KDL1UPKUM,2019-04-14,2019-05-20,2023-04-13,987.55,GTA004,BU009,Non-Production,E008477,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,7.04,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,4,27.44,19.37,Low
A0000702,LTP-000702,Laptop,Dell,Latitude 5420,LTPQ3G9RSBXTT,2021-09-26,2021-10-30,2024-09-25,978.39,QUE020,BU003,Disaster Recovery,E000298,In Use,Intune,2026-05-31,2021-03-01,2027-06-01,4,1250,4.59,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,3,20.72,25.04,Low
A0000703,LTP-000703,Laptop,HP,EliteBook 850 G9,LTP1J6DRE2PH5,2021-06-28,2021-08-01,2026-06-27,1412.36,GTA032,BU004,Branch,E013036,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,4.84,Under Warranty,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,3,20.96,25.05,Low
A0000704,LTP-000704,Laptop,Dell,Latitude 5430,LTP08AMOTI84R,2021-09-19,2021-09-23,2024-09-18,1109.56,DC1001,BU004,Production,E003651,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,4.69,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,3,16.48,11.82,Low
A0000705,LTP-000705,Laptop,HP,EliteBook 840 G8,LTPGJVPYQBYW3,2019-01-27,2019-03-08,2023-01-26,1145.8,WST021,BU002,Production,E011761,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,7.24,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,7,38.13,50.91,Medium
A0000706,LTP-000706,Laptop,HP,EliteBook 840 G8,LTPOMNENWJEF2,2021-12-17,2021-12-18,2025-12-16,1063.7,WST022,BU002,Production,E015958,In Use,SCCM,2026-05-31,2021-01-01,2026-01-01,4,1300,4.45,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,0,7,54.31,51.72,Medium
A0000707,LTP-000707,Laptop,Dell,Latitude 5430,LTPEJIY3LTAAG,2020-07-29,2020-08-15,2023-07-29,1165.25,GTA062,BU009,Branch,E018232,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,5.8,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,6,45.44,19.27,Low
A0000708,LTP-000708,Laptop,HP,EliteBook 840 G8,LTPXY5PYO2S80,2022-02-11,2022-03-10,2027-02-10,1194.69,GTA010,BU002,Corporate,E011907,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,4.23,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,0,0,0,6,36.78,48.84,Medium
A0000709,LTP-000709,Laptop,Dell,Latitude 5420,LTPE8H0XAYYS8,2022-11-01,2022-12-07,2025-10-31,1132.38,GTA077,BU001,Corporate,E016595,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,3.49,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,5,45.19,30.26,Medium
A0000710,LTP-000710,Laptop,Dell,Latitude 7440,LTPDK7WEDA5AC,2020-09-15,2020-10-15,2023-09-15,1314.79,DC1001,BU003,Non-Production,E013951,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,5.63,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,4,26.65,14.33,Low
A0000711,LTP-000711,Laptop,Apple,MacBook Pro M2,LTP3B83R8GVIG,2021-07-04,2021-07-11,2025-07-03,2068.39,WST005,BU001,Branch,E003284,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,4.89,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,2,0,0,4,16.49,13.82,Low
A0000712,LTP-000712,Laptop,Dell,Latitude 5420,LTP0GOF3U53PL,2024-04-20,2024-05-09,2027-04-20,1118.03,WST013,BU001,Production,E000882,In Use,Network Discovery,2026-05-31,2021-03-01,2027-06-01,4,1250,2.06,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,8,51.16,36.56,Medium
A0000713,LTP-000713,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPHYHO6994CZ,2018-01-27,2018-02-08,2021-01-26,995.33,QUE012,BU001,Production,E001321,In Use,SCCM,2026-05-31,2021-02-01,2027-09-01,4,1300,8.31,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,1,2.05,12.1,Low
A0000714,LTP-000714,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP0E34T5G83R,2018-02-27,2018-03-27,2021-02-26,1152.23,WST014,BU009,Corporate,E000591,In Use,SCCM,2026-05-31,2022-04-01,2027-04-01,4,1450,8.18,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,8,73.52,37.68,Medium
A0000715,LTP-000715,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPWROS7HY1KD,2024-01-01,2024-01-25,2026-12-31,949.18,QUE017,BU004,Branch,E018555,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,2.35,Under Warranty,10.0,Expiring in 12 Months,0,1,0,0,1450,2,0,1,2,26.34,27.32,Low
A0000716,LTP-000716,Laptop,Apple,MacBook Pro M2,LTPLCKCXRB236,2020-06-20,2020-07-05,2023-06-20,1623.36,GTA032,BU002,Corporate,E014241,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,5.91,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,1,6,37.27,22.86,Low
A0000717,LTP-000717,Laptop,HP,EliteBook 850 G9,LTPVKN41FU0HL,2022-05-15,2022-05-18,2025-05-14,1113.81,ONR015,BU008,Corporate,E019363,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,4.04,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,5,25.28,29.26,Low
A0000718,LTP-000718,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP8T42WEUSN5,2022-12-21,2023-01-18,2025-12-20,1297.13,ATL001,BU002,Production,E008075,In Repair,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,3.37,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,2,0,1,3,20.16,29.01,Low
A0000719,LTP-000719,Laptop,Apple,MacBook Pro M2,LTPS8M1X99FKQ,2021-03-02,2021-03-21,2024-03-01,2038.04,WST025,BU004,Production,E012659,In Stock,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,5.2,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,1,4,30.66,18.53,Low
A0000720,LTP-000720,Laptop,HP,EliteBook 850 G9,LTP30OVHJZBPD,2020-05-11,2020-06-05,2024-05-10,988.0,ATL003,BU009,Production,E017565,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,5.99,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,7,37.15,33.86,Medium
A0000721,LTP-000721,Laptop,Dell,Latitude 5430,LTPZG7CAGOLUW,2025-04-04,2025-04-12,2029-04-03,1156.58,GTA043,BU001,Branch,E007113,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,1.14,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,3,24.67,12.23,Low
A0000722,LTP-000722,Laptop,Dell,Latitude 5430,LTPR19LC07OQI,2019-07-04,2019-08-05,2024-07-02,1192.93,GTA007,BU007,Corporate,E004410,In Use,Intune,2026-05-31,2022-03-01,2029-03-01,4,1350,6.83,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,1,1,0,2,15.06,17.75,Low
A0000723,LTP-000723,Laptop,Apple,MacBook Pro M2,LTP34BWJYTOV4,2022-06-28,2022-08-06,2027-06-27,1843.38,GTA034,BU001,Production,E004558,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,3.82,Under Warranty,28.0,Expiring in 36 Months,0,0,0,1,2300,0,0,0,6,37.65,18.88,Low
A0000724,LTP-000724,Laptop,Dell,Latitude 5420,LTPRHU5EDW9Y4,2021-02-12,2021-02-20,2025-02-11,1150.01,GTA060,BU002,Branch,E002292,Retired Pending Disposal,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.28,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,6,38.77,31.94,Medium
A0000725,LTP-000725,Laptop,Dell,Latitude 5430,LTP5M7WANEA1A,2024-11-03,2024-12-12,2029-11-02,1074.56,WST005,BU003,Branch,E019957,In Use,SCCM,2026-05-31,2022-03-01,2029-03-01,4,1350,1.47,Under Warranty,33.0,Expiring in 36 Months,0,0,0,1,1350,1,0,0,2,19.08,9.95,Low
A0000726,LTP-000726,Laptop,HP,EliteBook 840 G8,LTPARHT96YRHZ,2021-01-20,2021-02-22,2026-01-19,1015.43,QUE004,BU002,Corporate,E007194,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,5.27,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,1,3,39.81,46.99,Medium
A0000727,LTP-000727,Laptop,Apple,MacBook Pro M2,LTPMGH67OQIBR,2023-08-09,2023-08-15,2027-08-08,2086.16,WST027,BU002,Production,E000530,In Use,SCCM,2026-05-31,2022-10-01,2028-10-01,4,2300,2.8,Under Warranty,28.0,Expiring in 36 Months,0,0,0,1,2300,1,0,0,7,30.71,20.54,Low
A0000728,LTP-000728,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP7L1Z5ADEHM,2023-05-08,2023-06-13,2026-05-07,908.32,GTA039,BU001,Branch,E004810,In Stock,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,2.97,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,7,59.57,26.98,Low
A0000729,LTP-000729,Laptop,HP,EliteBook 840 G8,LTPHOXVEH0JIE,2022-12-05,2022-12-27,2026-12-04,1025.09,WST004,BU005,Production,E007041,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,3.43,Under Warranty,-5.0,Past EOL,1,0,0,0,1300,1,0,0,6,52.13,49.61,Medium
A0000730,LTP-000730,Laptop,Dell,Latitude 5420,LTPBJLCDQY03Z,2021-04-02,2021-04-12,2024-04-01,1143.2,GTA020,BU001,Corporate,E015037,In Repair,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.14,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,4,36.95,27.85,Low
A0000731,LTP-000731,Laptop,Apple,MacBook Pro M2,LTPABAYTI0VJY,2021-09-27,2021-11-06,2025-09-26,1665.14,GTA008,BU002,Branch,E004504,In Use,SCCM,2026-05-31,2022-10-01,2028-10-01,4,2300,4.57,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,0,0,0,2,7.27,9.36,Low
A0000732,LTP-000732,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPESLWN12MP2,2020-02-02,2020-02-06,2023-02-01,967.09,QUE003,BU002,Non-Production,E002646,In Use,Network Discovery,2026-05-31,2021-02-01,2027-09-01,4,1300,6.32,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,0,4,28.82,19.44,Low
A0000733,LTP-000733,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPCSAIUTGFIO,2021-09-10,2021-10-20,2024-09-09,1371.74,GTA049,BU003,Production,E006064,In Use,Intune,2026-05-31,2022-04-01,2027-04-01,4,1450,4.62,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,6,41.42,32.07,Medium
A0000734,LTP-000734,Laptop,HP,EliteBook 850 G9,LTPIM9UYUF4XL,2019-09-12,2019-10-11,2024-09-10,1046.12,QUE017,BU002,Corporate,E002040,In Stock,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,6.64,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,5,26.64,29.33,Low
A0000735,LTP-000735,Laptop,Lenovo,ThinkPad T14 Gen 2,LTPC8EEBFM95W,2021-10-05,2021-10-30,2026-10-04,974.61,DR1001,BU001,Branch,E008894,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,4.59,Under Warranty,15.0,Expiring in 24 Months,0,0,1,0,1300,0,0,0,4,15.29,18.76,Low
A0000736,LTP-000736,Laptop,HP,EliteBook 840 G8,LTPIWUY7IS0FE,2018-10-26,2018-11-15,2021-10-25,1160.19,ATL006,BU003,Production,E005352,In Use,ServiceNow CMDB,2026-05-31,2021-01-01,2026-01-01,4,1300,7.55,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,0,0,0,4,21.16,44.06,Medium
A0000737,LTP-000737,Laptop,Lenovo,ThinkPad T14 Gen 3,LTPFEE1XNJ9EB,2021-11-08,2021-11-27,2024-11-07,1144.66,GTA050,BU001,Production,E011611,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,4.51,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,2,18.49,22.92,Low
A0000738,LTP-000738,Laptop,Dell,Latitude 5430,LTP4QU572T6IV,2023-01-21,2023-02-02,2026-01-20,1066.46,WST011,BU001,Disaster Recovery,E002811,In Use,ServiceNow CMDB,2026-05-31,2022-03-01,2029-03-01,4,1350,3.33,Warranty Expired,33.0,Expiring in 36 Months,0,0,0,1,1350,0,0,0,5,28.31,16.42,Low
A0000739,LTP-000739,Laptop,Dell,Latitude 5420,LTP195CB0XX52,2018-10-10,2018-11-13,2021-10-09,924.7,GTA008,BU002,Non-Production,E014109,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,7.55,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,3,17.78,24.89,Low
A0000740,LTP-000740,Laptop,Dell,Latitude 7440,LTPKVYCSX28E1,2020-08-15,2020-09-05,2023-08-15,1474.25,WST030,BU002,Production,E001928,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,5.74,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,5,23.63,16.18,Low
A0000741,LTP-000741,Laptop,Apple,MacBook Pro M2,LTPQQN708ID7B,2019-12-27,2019-12-28,2023-12-26,1621.26,GTA059,BU006,Production,E014362,In Use,ServiceNow CMDB,2026-05-31,2022-10-01,2028-10-01,4,2300,6.43,Warranty Expired,28.0,Expiring in 36 Months,0,0,0,1,2300,0,0,0,5,45.6,17.28,Low
A0000742,LTP-000742,Laptop,HP,EliteBook 850 G9,LTPUE7SOSGWUZ,2022-08-08,2022-09-01,2025-08-07,1187.38,DC1001,BU004,Corporate,E020105,In Use,ServiceNow CMDB,2026-05-31,2022-05-01,2027-05-01,4,1500,3.75,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,5,35.81,29.79,Low
A0000743,LTP-000743,Laptop,Lenovo,ThinkPad T14 Gen 2,LTP2QKIBPE3OA,2023-01-07,2023-02-04,2026-01-06,989.92,GTA074,BU001,Production,E000950,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-09-01,4,1300,3.32,Warranty Expired,15.0,Expiring in 24 Months,0,0,1,0,1300,1,0,1,3,34.52,21.73,Low
A0000744,LTP-000744,Laptop,Dell,Latitude 5420,LTPROJPI954MJ,2021-12-24,2022-01-01,2026-12-23,945.89,ONR005,BU001,Production,E019302,In Repair,SCCM,2026-05-31,2021-03-01,2027-06-01,4,1250,4.42,Under Warranty,12.0,Expiring in 12 Months,0,1,0,0,1250,0,0,0,9,81.85,40.09,Medium
A0000745,LTP-000745,Laptop,HP,EliteBook 840 G8,LTP457FW5TB91,2018-07-21,2018-08-12,2022-07-20,1213.94,WST001,BU002,Production,E006305,In Stock,Network Discovery,2026-05-31,2021-01-01,2026-01-01,4,1300,7.81,Warranty Expired,-5.0,Past EOL,1,0,0,0,1300,1,0,1,4,22.64,48.13,Medium
A0000746,LTP-000746,Laptop,Dell,Latitude 7440,LTPEPZP8U8JOD,2024-10-28,2024-11-17,2028-10-27,1098.03,GTA025,BU002,Branch,E006529,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,1.54,Under Warranty,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,4,30.59,14.53,Low
A0000747,LTP-000747,Laptop,Dell,Latitude 5420,LTPUGLZKYVTGZ,2022-03-07,2022-03-27,2026-03-06,839.97,QUE022,BU001,Non-Production,E004409,In Use,Intune,2026-05-31,2021-03-01,2027-06-01,4,1250,4.18,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,3,1,0,2,9.06,30.45,Medium
A0000748,LTP-000748,Laptop,Dell,Latitude 7440,LTPSVJV7IR9FE,2021-05-26,2021-06-25,2024-05-25,1331.02,ONR010,BU001,Production,E002877,In Use,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,4.94,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,5,35.66,16.78,Low
A0000749,LTP-000749,Laptop,Dell,Latitude 5420,LTP4HYOR37HS8,2018-07-20,2018-08-24,2021-07-19,1118.79,GTA041,BU001,Branch,E017941,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,7.77,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,2,0,0,5,47.55,30.38,Medium
A0000750,LTP-000750,Laptop,HP,EliteBook 850 G9,LTPPP9VRK36EY,2018-08-01,2018-08-03,2023-07-31,1050.78,QUE006,BU001,Production,E018473,In Use,Network Discovery,2026-05-31,2022-05-01,2027-05-01,4,1500,7.83,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,1,0,0,5,28.14,29.41,Low
A0000751,LTP-000751,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP7GY6Q25H38,2018-12-20,2019-01-24,2023-12-19,1052.68,WST025,BU003,Production,E009617,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,7.35,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,0,0,0,2,8.82,22.44,Low
A0000752,LTP-000752,Laptop,Dell,Latitude 7440,LTPI41N6PCKAK,2021-05-18,2021-06-25,2025-05-17,1288.48,GTA047,BU001,Production,E015597,In Stock,ServiceNow CMDB,2026-05-31,2023-05-01,2029-05-01,4,1650,4.94,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,7,54.63,21.73,Low
A0000753,LTP-000753,Laptop,HP,EliteBook 850 G9,LTP6Z079YX0BC,2021-12-28,2022-02-02,2025-12-27,1255.0,WST002,BU010,Non-Production,E020594,In Use,SCCM,2026-05-31,2022-05-01,2027-05-01,4,1500,4.33,Warranty Expired,10.9,Expiring in 12 Months,0,1,0,0,1500,0,0,0,3,9.88,24.49,Low
A0000754,LTP-000754,Laptop,Dell,Latitude 5420,LTPH9KV1LCUEL,2020-09-08,2020-09-21,2023-09-08,1131.09,GTA018,BU001,Production,E001524,In Use,ServiceNow CMDB,2026-05-31,2021-03-01,2027-06-01,4,1250,5.69,Warranty Expired,12.0,Expiring in 12 Months,0,1,0,0,1250,1,0,0,3,9.98,24.5,Low
A0000755,LTP-000755,Laptop,Dell,Latitude 7440,LTP9O38G5MD6J,2018-09-18,2018-10-24,2022-09-17,1268.56,GTA037,BU001,Corporate,E004416,In Use,SCCM,2026-05-31,2023-05-01,2029-05-01,4,1650,7.61,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,1,5.48,7.27,Low
A0000756,LTP-000756,Laptop,Lenovo,ThinkPad T14 Gen 3,LTP8DOW46M6YB,2022-09-04,2022-09-20,2025-09-03,1143.1,TOR003,BU001,Branch,E018882,In Use,ServiceNow CMDB,2026-05-31,2022-04-01,2027-04-01,4,1450,3.7,Warranty Expired,10.0,Expiring in 12 Months,0,1,0,0,1450,1,1,0,5,26.11,37.31,Medium
A0000757,LTP-000757,Laptop,Dell,Latitude 7440,LTPW6WEMBQY62,2019-11-05,2019-11-17,2023-11-04,1318.33,GTA004,BU003,Non-Production,E002757,In Use,SCCM,2026-05-31,2023-05-01,2029-05-01,4,1650,6.54,Warranty Expired,35.0,Expiring in 36 Months,0,0,0,1,1650,0,0,0,2,19.35,9.97,Low
